"","Kecemasan","GM","EmoWLE","AmanWLE","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV6MATH","PV7MATH","PV8MATH","PV9MATH","PV10MATH","MATHMEAN"
"12254",2,2,0.7158,-0.756,311.773,353.041,304.488,321.953,320.337,314.55,304.497,297.578,319.147,331.327,317.8691
"12255",1,4,-0.2893,0.3221,430.576,422.324,400.863,427.57,415.949,404.575,454.685,414.057,377.01,391.095,413.8704
"12256",4,3,0.1357,-1.1042,367.219,328.487,348.855,337.572,335.671,355.888,325.675,351.148,367.765,365.084,348.3364
"12259",2,3,-0.0342,-0.756,335.343,327.967,380.455,316.125,374.015,359.845,322.71,329.529,344.367,402.96,349.3316
"12260",1,1,-2.9327,0.1413,446.647,435.37,528.044,449.836,447.592,464.444,394.013,456.988,432.854,495.411,455.1199
"12262",1,3,-0.367,-0.756,448.175,451.846,423.482,434.413,444.668,455.393,450.354,457.439,445.359,446.086,445.7215
"12266",1,1,-0.8233,-1.1042,476.357,515.794,475.076,427.059,496.379,503.856,473.019,469.306,481.091,423.681,474.1618
"12267",3,3,-0.4773,-0.756,365.665,370.026,401.551,396.353,434.841,389,375.45,389.419,379.228,377.383,387.8916
"12270",2,3,-0.5524,-0.756,318.95,307.325,298.515,344.201,349.76,326.726,328.499,322.18,358.078,342.385,329.6619
"12271",4,3,-0.8831,-1.0389,299.623,355.144,337.352,347.072,312.733,263.834,259.783,318.608,295.132,293.364,308.2645
"12272",2,3,-0.7008,0.4014,358.578,344.781,337.249,361.097,326.384,332.909,341.266,292.471,310.915,333.308,333.8958
"12275",1,2,-0.597,-1.5326,476.728,477.048,458.701,426.48,471.824,447.677,459.47,462.981,471.49,451.278,460.3677
"12276",3,2,0.2401,-0.756,257.017,259.281,296.374,218.259,252.517,289.448,214.906,302.567,212.383,229.369,253.2121
"12277",1,2,0.4037,0.6342,548.664,502.472,530.868,484.015,518.586,459.124,487.727,491.297,509.342,473.489,500.5584
"12278",2,2,-0.4266,0.6942,334.55,362.419,368.332,382.67,382.352,351.864,387.768,334.432,317.772,353.861,357.602
"12279",2,4,0.23,-0.756,363.821,304.677,361.969,375.795,349.561,379.585,375.311,384.45,375.409,324.025,359.4603
"12280",2,2,-1.0374,-0.756,439.414,434.776,436.784,370.468,373.313,432.765,421.802,426.954,420.853,417.547,417.4676
"12282",2,3,0.0453,0.4361,296.588,300.409,274.482,336.058,271.739,317.967,275.479,278.035,319.129,281.185,295.1071
"12283",1,2,-0.78,0.1413,493.296,471.446,464.744,454.675,424.093,423.358,481.17,480.649,447.583,469.002,461.0016
"12285",2,3,-0.7744,-0.756,473.189,434.521,434.848,445.785,372.192,480.636,436.579,446.761,452.513,458.074,443.5098
"12286",2,3,-0.6953,0.1368,406.857,408.979,449.576,396.853,404.897,435.651,427.052,422.017,399.917,423.076,417.4875
"12288",3,3,0.4351,1.1246,360.194,350.072,359.958,369.445,346.062,354.309,318.665,362.354,360.489,353.071,353.4619
"12291",2,2,0.3638,-0.756,322.697,334.846,372.049,337.828,327.283,335.209,285.029,345.231,346.028,333.608,333.9808
"12292",2,4,-0.54,-1.1042,326.463,312.933,337.369,342.293,340.24,334.727,389.471,348.73,344.684,327.709,340.4619
"12293",2,3,-0.1369,-0.756,323.605,341.068,340.846,378.538,358.472,365.182,330.843,379.795,362.583,372.193,355.3125
"12294",2,3,-0.7467,-0.756,320.587,317.49,348.008,307.476,368.434,324.354,309.141,334.734,295.524,319.656,324.5404
"12295",2,3,0.0238,-0.756,209.165,276.67,271.463,246.331,280.981,255.254,282.655,237.388,276.932,284.456,262.1295
"12296",1,3,-0.0949,-0.756,410.9,438.721,447.201,396.093,412.231,407.077,473.339,388.93,436.065,456.336,426.6893
"12297",1,3,-0.0907,-1.2684,359.088,385.053,372.742,391.017,380.876,367.951,367.651,390.508,373.169,381.573,376.9628
"12298",2,3,-1.2587,0.6942,348.1,364.983,381.181,334.95,377.101,391.672,351.545,388.852,342.24,355.178,363.5802
"12300",2,2,0.3,-0.756,443.665,460.381,466.947,485.395,469.261,451.338,426.183,463.862,416.684,419.051,450.2767
"12301",4,3,0.3723,1.1246,334.27,324.745,348.66,302.495,285.113,305.318,364.402,315.141,289.545,351.086,322.0775
"12302",2,3,-0.5625,0.3308,325.437,344.662,339.328,340.585,309.619,301.906,297.763,297.846,329.242,311.858,319.8246
"12303",2,2,-2.2008,0.6942,422.646,412.709,395.775,447.772,463.431,404.712,400.908,461.153,428.201,385.322,422.2629
"12304",2,1,-0.7712,1.1246,429.693,420.756,434.823,445.227,381.653,411.002,436.847,412.369,410.745,418.815,420.193
"12305",4,3,0.6342,-1.3337,429.866,401.443,413.586,422.908,443.668,396.282,407.489,433.445,370.205,397.421,411.6313
"12307",2,3,0.2702,-0.756,416.17,360.257,363.055,397.222,406.752,409.791,394.549,373.948,425.551,389.921,393.7216
"12308",3,2,-0.0747,-0.756,331.271,296.59,285.255,342.298,293.025,331.365,321.106,298.063,306.38,281.822,308.7175
"12309",2,3,-0.1005,-0.756,414.501,423.693,437.738,428.221,415.909,406.324,423.573,407.181,403.488,451.53,421.2158
"12310",2,1,-0.9305,-1.3019,294.172,347.842,323.436,365.484,366.686,372.656,324.72,357.947,346.216,328.474,342.7633
"12312",3,1,0.7403,-0.756,410.328,424.008,425.135,396.851,405.949,374.086,416.379,410.126,377.17,437.76,407.7792
"12313",2,3,0.1498,1.1246,348.077,374.714,371.132,392.193,399.522,390.889,362.2,376.248,409.838,381.284,380.6097
"12314",3,4,0.3383,-0.756,316.057,342.782,371.472,365.498,331.093,396.698,356.644,280.816,359.939,335.736,345.6735
"12318",3,3,0.5999,1.1246,345.951,368.05,368.986,364.582,383.381,366.396,346.226,366.805,364.602,367.502,364.2481
"12320",3,3,-0.3821,0.6942,392.127,357.885,356.37,330.501,354.079,371.859,361.347,363.044,353.037,347.983,358.8232
"12321",2,3,-0.7296,-1.3894,400.449,451.078,423.262,397.912,445.241,392.309,390.503,460.121,390.846,388.52,414.0241
"12322",3,3,0.7702,-0.756,335.289,356.141,374.701,377.212,358.655,320.455,353.888,368.479,371.78,349.901,356.6501
"12323",2,3,0.4907,-0.756,357.206,356.267,380.846,371.609,396.401,398.138,374.103,357.785,362.912,367.98,372.3247
"12324",2,1,0.046,1.1246,392.319,394.418,417.322,355.305,373.114,410.407,397.058,416.618,377.407,413.775,394.7743
"12326",4,4,-0.1047,1.1246,422.487,412.582,412.864,378.144,416.033,426.704,394.321,459.632,399.959,422.554,414.528
"12327",1,4,0.3793,-0.756,435.199,429.987,433.464,438.554,455.325,456.911,464.891,441.529,430.363,442.449,442.8672
"12329",2,3,-0.0911,1.1246,450.861,474.854,442.275,445.74,483.555,448.185,438.583,435.885,454.302,447.167,452.1407
"12331",2,3,-0.6268,-0.756,479.808,479.72,437.508,465.744,447.074,447.245,488.729,452.38,456.098,446.847,460.1153
"12334",2,4,-0.6232,-0.756,469.943,477.392,471.209,462.604,444.211,444.837,418.159,462.458,492.38,504.959,464.8152
"12335",2,2,-0.7164,-1.15,334.07,373.021,392.756,373.107,387.499,409.85,441.391,389.622,393.328,370.815,386.5459
"12336",2,3,0.1679,1.1246,273.503,271.01,333.617,323.288,224.094,277.68,307.725,296.814,253.407,322.853,288.3991
"12337",2,2,0.2899,-0.756,368.339,390.971,396.533,407.134,405.274,404.473,351.538,381.848,412.451,392.512,391.1073
"12338",1,3,-0.2461,1.1246,323.867,277.476,310.765,267.794,323.07,307.057,312.382,365.564,323.212,339.757,315.0944
"12339",2,3,-0.5197,-0.0918,317.896,322.006,338.026,344.639,352.241,339.992,309.972,354.596,290.69,334.88,330.4938
"12341",1,4,-0.9428,-0.756,351.971,374.912,413.906,368.831,425.823,375.903,404.672,414.692,381.146,372.217,388.4073
"12343",2,3,-0.16,-0.756,369.205,355.067,338.494,333.442,347.587,372.667,367.455,323.397,362.549,370.93,354.0793
"12344",3,4,0.2883,-0.756,275.407,313.646,287.088,284.596,333.377,211.365,305.864,231.596,258.245,287.401,278.8585
"12345",3,1,0.5426,1.1246,521.623,544.412,552.365,549.999,526.466,551.03,516.225,532.809,569.967,527.664,539.256
"12346",3,2,-0.3361,-0.756,522.43,526.961,507.631,530.659,506.698,513.882,515.246,536.553,491.723,531.018,518.2801
"12348",2,4,-0.8258,-0.756,465.248,460.319,430.345,442.531,476.075,465.325,456.43,422.715,471.832,445.754,453.6574
"12349",2,3,-0.5752,-0.756,347.538,339.851,391.946,335.146,363.111,411.926,378.216,382.005,387.101,328.102,366.4942
"12350",2,3,0.1084,-1.1042,390.288,364.515,388.349,371.295,376.519,365.399,384.506,387.994,368.865,388.629,378.6359
"12351",2,3,0.4533,-0.756,347.99,361.884,332.01,357.691,359.875,328.072,352.707,309.374,310.269,281.592,334.1464
"12352",2,3,5.4824,0.1368,397.541,360.719,355.049,363.477,399.026,391.789,410.233,346.924,396.715,371.325,379.2798
"12353",2,2,0.3071,-0.756,356.038,374.3,411.452,369.438,379.864,399.871,369.484,400.962,395.382,417.305,387.4096
"12354",1,2,-0.6246,-0.756,390.646,380.908,397.382,421.134,409.345,408.982,386.57,412.295,390.31,419.221,401.6793
"12355",2,2,-0.118,0.4417,453.229,439.713,420.999,429.013,429.985,421.295,471.624,437.255,414.507,393.56,431.118
"12356",2,3,-0.0638,0.6942,339.697,400.874,364.474,374.256,377.876,369.167,367.201,365.272,393.147,382.004,373.3968
"12357",3,4,0.0315,1.1246,385.881,386.267,343.109,382.5,453.217,407.342,385.557,453.768,392.009,390.03,397.968
"12358",3,2,-0.023,-0.756,309.928,321.385,329.808,313.633,319.432,309.466,308.88,339.302,317.226,319.4,318.846
"12360",2,4,-0.5547,0.4836,315.037,341.01,340.865,353.843,330.626,314.794,306.581,309.453,311.271,308.967,323.2447
"12361",2,3,-0.6576,-0.756,344.441,411.674,388.426,406.756,368.817,380.96,415.219,384.29,384.13,417.656,390.2369
"12363",2,3,-0.541,-0.756,346.476,343.977,378.348,355.817,358.164,367.959,348.314,376.1,372.77,349.263,359.7188
"12365",2,3,-0.7287,-0.756,396.24,419.205,375.383,382.59,384.45,406.02,413.008,393.49,397.055,403.328,397.0769
"12366",2,3,-0.0336,-0.039,508.644,500.157,557.962,526.889,481.282,517.449,498.454,529.377,505.752,510.543,513.6509
"12369",2,4,-0.7172,-1.7615,390.043,387.133,399.661,383.184,426.699,414.604,410.097,377.935,404.794,400.032,399.4182
"12370",2,3,-0.0775,-0.756,437.152,457.924,404.488,487.704,417.252,427.447,410.883,423.594,400.979,387.705,425.5128
"12372",2,3,0.5673,0.1798,415.534,437.8,391.85,405.283,387.822,437.929,406.174,408.342,451.779,444.039,418.6552
"12373",2,3,0.1179,-1.1042,403.17,395.052,437.179,453.792,418.983,396.753,391.38,417.037,393.529,422.606,412.9481
"12374",2,3,0.1311,-0.756,300.745,309.476,299.565,326.593,338.351,305.883,314.008,296.71,341.837,350.054,318.3222
"12376",3,2,0.7881,0.6942,536.127,522.146,509.862,538.095,515.464,565.126,522.592,496.086,536.557,520.593,526.2648
"12377",3,2,-0.2593,0.4417,573.591,560.385,548.33,514.936,534.385,573.534,544.848,547.961,582.797,598.687,557.9454
"12379",2,3,0.2643,0.3221,381.864,420.716,456.151,404.838,382.693,421.018,384.915,403.705,402.677,377.294,403.5871
"12380",1,1,-0.6341,-0.756,327.829,326.579,347.923,339.796,330.087,316.912,343.783,286.319,343.962,285.002,324.8192
"12381",1,2,-0.6009,-0.756,382.592,430.948,408.182,377.567,363.582,417.753,374.949,403.956,391.697,381.763,393.2989
"12382",3,2,-0.1519,0.3308,504.84,463.515,536.916,464.125,478.713,487.911,477.367,436.738,456.526,473.283,477.9934
"12383",3,3,-0.798,1.1246,306.861,285.128,284.675,259.012,260.51,305.831,275.337,268.343,237.959,270.588,275.4244
"12384",1,4,0.1853,-0.756,352.115,371.002,329.587,328.364,355.586,336.19,350.54,340.862,315.348,323.646,340.324
"12385",2,3,-0.5983,-0.756,338.413,420.931,354.51,374.032,377.289,390.041,370.343,405.146,402.611,424.256,385.7572
"12387",2,3,0.6071,-0.756,378.536,407.44,384.501,411.326,410.634,365.557,399.95,379.36,361.525,415.354,391.4183
"12388",2,2,0.7452,0.1271,328.913,358.562,389.498,351.657,359.801,380.373,305.765,359.234,334.506,339.721,350.803
"12389",2,3,-0.0059,-0.039,394.205,443.348,431.106,436.463,443.353,430.318,441.428,394.843,444.228,416.212,427.5504
"12390",3,3,0.4044,1.1246,255.621,252.864,307.416,274.481,270.531,299.084,234.972,265.52,262.367,221.118,264.3974
"12392",2,3,-0.3501,-0.756,334.676,362.63,371.688,399.52,414.46,326.584,375.988,309.129,360.558,343.914,359.9147
"12393",2,2,0.7788,-0.756,370.573,412.072,407.324,387.603,430.437,409.821,380.938,378.391,401.981,385.917,396.5057
"12394",3,3,-0.1879,-0.756,348.813,339.781,298.642,311.656,340.036,345.308,340.337,355.507,325.754,329.387,333.5221
"12396",2,4,0.052,1.1246,224.887,185.109,160.316,204.946,183.783,186.781,203.726,181.84,271.189,201.444,200.4021
"12397",2,2,-1.254,0.4417,311.262,372.894,337.941,339.592,340.764,322.64,359.251,270.294,336.314,328.785,331.9737
"12398",2,4,1.0546,-0.0918,410.306,404.547,384.76,349.955,387.616,430.443,369.858,374.891,417.132,369.925,389.9433
"12399",2,2,-0.7048,-0.756,385.726,418.421,410.279,446.184,429.76,393.292,430.693,413.647,448.357,439.708,421.6067
"12400",2,3,-0.4748,0.0877,366.188,384.848,356.724,343.946,308.695,350.455,391.479,373.701,342.53,321.617,354.0183
"12402",1,2,-0.3093,0.1329,329.974,320.082,331.349,349.327,319.037,336.299,317.72,298.314,343.862,322.854,326.8818
"12405",2,3,0.0015,-0.756,374.518,418.255,357.113,387.367,342.211,370.515,360.28,350.887,341.204,339.888,364.2238
"12406",2,2,0.0914,-0.756,387.492,396.889,355.105,387.793,380.722,376.526,368.528,393.926,360.48,347.153,375.4614
"12407",1,3,-0.9243,-0.756,409.218,403.933,404.889,372.633,379.535,391.518,373.144,390.992,409.384,421.491,395.6737
"12408",2,3,-0.7005,-0.756,421.748,400.554,418.282,367.432,356.556,421.843,423.668,357.749,405.828,379.158,395.2818
"12411",2,3,-0.7767,-1.4835,302.952,306.546,292.853,312.373,308.949,311.366,299.348,326.503,327.99,345.197,313.4077
"12412",1,2,-1.2431,-0.756,401.889,424.424,440.527,452.897,457.535,427.505,471.697,462.935,437.84,415.088,439.2337
"12413",3,2,0.1426,0.6942,358.265,365.573,364.997,360.07,321.958,350.81,392.351,287.74,419.414,369.71,359.0888
"12414",2,2,-0.3141,-0.0323,358.402,369.29,373.445,358.728,398.582,344.923,369.784,367.439,372.542,349.414,366.2549
"12415",1,4,-3.8116,-0.756,482.999,504.097,511.221,485.465,521.291,505,482.045,514.36,514.314,539.403,506.0195
"12416",2,3,0.1206,-0.0918,289.118,278.856,277.34,262.414,296.929,305.114,290.845,332.165,294.196,284.155,291.1132
"12418",1,2,0.3153,-0.756,404.708,417.746,391.927,397.777,432.664,426.371,400.143,390.305,433.282,435.899,413.0822
"12419",3,3,0.8613,-0.756,385.291,420.177,387.952,388.022,413.578,402.929,409.632,376.339,394.829,417.435,399.6184
"12420",1,2,-1.9346,0.3221,345.382,371.641,385.922,379.822,380.561,345.559,387.252,389.859,382.082,423.302,379.1382
"12421",2,1,0.7237,-0.756,456.137,432.657,438.75,434.951,485.606,455.748,415.024,435.208,446.719,420.377,442.1177
"12423",3,2,-0.2057,-0.756,315.875,299.467,292.483,298.781,375.456,334.944,348.562,362.606,336.514,288.472,325.316
"12424",3,3,-0.2444,-0.756,321.852,336.364,356.098,332.866,310.38,341.647,369.969,351.99,337.424,356.554,341.5144
"12425",3,2,0.7815,1.1246,441.474,472.46,563.092,470.569,495.282,496.097,497.887,475.766,499.796,500.443,491.2866
"12426",2,3,-0.1909,-0.756,337.36,329.198,331.877,323.873,346.047,360.585,330.83,342.373,345.664,328.22,337.6027
"12427",2,3,-0.2419,-0.756,349.476,372.929,335.513,309.043,358.859,368.93,379.711,391.614,327.374,348.639,354.2088
"12428",3,2,0.4063,1.1246,313.252,223.799,218.816,274.423,234.321,297.414,295.186,275.009,255.841,270.937,265.8998
"12429",3,3,0.0697,0.6942,459.361,379.238,450.725,428.882,442.441,435.524,400.169,433.588,409.102,428.935,426.7965
"12431",2,2,0.2246,0.6942,345.086,319.524,356.986,344.961,339.341,348.562,336.24,336.071,368.485,307.022,340.2278
"12432",4,1,-0.9359,-0.756,327.567,315.841,323.596,316.196,346.286,345.301,304.102,338.942,356.525,362.186,333.6542
"12433",2,3,-0.5739,-0.756,248.62,262.268,243.329,253.836,301.116,251.784,253.619,293.844,267.915,269.712,264.6043
"12434",2,2,0.1048,-0.756,255.165,326.512,312.453,329.273,311.268,332.174,336.74,323.685,295.532,336.676,315.9478
"12435",4,1,-1.0659,1.1246,321.298,358.424,368.355,327.97,288.949,350.52,359.109,344.253,343.208,365.164,342.725
"12438",1,4,0.2969,0.6942,339.868,384.093,347.241,387.352,382.088,366.64,384.943,367.122,348.231,367.357,367.4935
"12440",2,3,0.0803,-0.756,340.715,376.532,378.805,364.667,403.449,379.038,385.564,381.648,388.539,335.299,373.4256
"12441",3,2,0.324,-0.039,374.115,391.858,436.726,382.92,404.549,420.481,447.125,428.901,401.576,391.334,407.9585
"12443",2,3,-0.556,0.6942,382.087,397.844,353.743,391.575,369.386,354.003,377.392,366.424,387.235,368.776,374.8465
"12444",3,3,-0.0262,-0.039,482.26,478.532,460.024,536.8,444.688,419.831,456.615,447.821,475.584,448.108,465.0263
"12445",2,4,0.0433,-0.756,375.728,343.718,392.041,327.951,395.669,375.396,361.25,411.24,376.432,427.125,378.655
"12446",3,2,0.4986,-1.1042,278.34,322.52,398.489,293.636,368.162,403.162,363.829,359.824,361.878,307.244,345.7084
"12447",2,2,0.7666,-0.756,350.52,335.215,327.167,388.38,342.923,306.462,385.332,322.333,328.391,299.972,338.6695
"12448",1,3,0.2029,-0.7161,251.634,276.659,299.924,256.959,303.435,247.499,280.859,266.585,275.523,301.209,276.0286
"12449",1,3,-0.8394,0.6342,374.443,378.179,394.568,413.19,373.732,388.833,401.057,371.259,415.415,366.734,387.741
"12450",3,3,0.3605,-0.756,307.463,364.73,327.266,380.082,364.979,342.269,332.747,349.262,300.351,339.757,340.8906
"12451",2,2,0.3325,-0.756,360.116,323.113,348.576,307.53,321.183,331.267,364.514,357.037,356.388,386.098,345.5822
"12452",3,2,-0.6541,-0.756,355.886,345.964,321.916,332.338,358.4,333.46,360.615,401.318,344.382,339.852,349.4131
"12453",3,3,0.8351,0.6942,382.124,398.209,406.771,379.232,397.18,399.447,381.159,380.233,411.721,396.334,393.241
"12454",2,2,0.5041,1.1246,405.057,369.579,353.611,414.815,370.964,378.934,370.53,398.1,407.957,383.837,385.3384
"12457",2,3,0.0604,-0.756,394.531,402.317,394.77,436.615,422.663,452.796,443.315,429.56,413.357,399.698,418.9622
"12458",2,3,-0.8017,-0.756,351.881,348.904,325.706,335.752,356.98,289.488,321.593,358.786,344.263,346.122,337.9475
"12459",2,3,0.0925,-0.756,315.296,282.946,308.508,296.223,307.409,340.053,265.508,344.793,313.762,330.344,310.4842
"12460",2,2,-0.7689,-0.756,339.142,316.405,292.161,317.314,322.717,317.905,334.628,318.695,314.792,360.149,323.3908
"12461",2,3,-0.1789,1.1246,356.999,386.611,384.031,399.709,423.061,365.276,425.241,421.041,395.48,393.378,395.0827
"12462",2,3,-0.1971,1.1246,412.158,374.13,436.902,422.83,435.721,447.241,425.277,416.891,414.038,438.906,422.4094
"12464",1,3,0.3031,1.1246,275.701,262.442,277.818,268.221,296.234,278.392,278.178,310.516,284.731,261.002,279.3235
"12466",1,1,-0.7047,-0.756,346.921,411.494,389.662,383.172,399.536,383.778,379.808,363.727,423.495,364.541,384.6134
"12467",2,3,-0.3152,-1.1042,321.949,341.562,368.382,369.67,328.25,287.365,286.331,304.074,321.054,379.738,330.8375
"12468",4,2,-0.6164,-1.1042,423.048,406.05,401.656,439.831,422.889,390.115,415.993,427.33,391.448,442.398,416.0758
"12469",2,3,0.0298,0.4417,377.451,364.763,336.005,361.584,376.943,351.047,372.882,372.911,363.404,403.662,368.0652
"12470",2,3,-0.6888,-0.756,310.738,287.472,305.263,339.934,310.267,336.935,369.063,359.795,296.952,354.537,327.0956
"12471",3,3,-0.633,-0.0918,250.436,317.106,278.479,305.262,326.499,267.199,289.163,342.298,326.253,322.453,302.5148
"12472",3,3,-0.0718,-0.756,431.244,470.964,466.153,448.752,460.612,499.571,444.755,491.531,456.578,477.373,464.7533
"12474",2,3,0.0813,-0.756,447.547,480.007,456.148,447.209,463.014,480.819,493.581,463.242,471.392,508.438,471.1397
"12475",2,3,-0.5751,-0.756,336.023,400.221,342.506,273.739,328.244,350.064,352.173,375.168,361.72,339.207,345.9065
"12476",2,2,-0.4923,-0.756,394.053,359.215,370.105,420.665,413.691,361.167,366.261,376.218,364.631,366.773,379.2779
"12477",2,2,0.4625,0.6942,495.675,482.291,515.722,500.538,461.099,480.605,519.556,486.977,480.994,490.095,491.3552
"12478",2,4,-0.3799,-0.756,286.162,313.206,347.509,311.089,311.754,342.497,341.983,340.828,327.838,324.833,324.7699
"12479",1,3,-0.4827,-0.0209,366.32,355.524,407.636,409.378,401.574,383.215,398.508,399.45,380.952,388.946,389.1503
"12480",4,2,0.7801,0.2852,198.652,302.424,273.133,256.061,281.89,183.956,272.704,314.727,275.006,277.347,263.59
"12481",1,4,0.5241,-1.1042,366.254,323.779,398.613,362.98,356.004,382.321,375.266,344.41,408.352,379.869,369.7848
"12484",2,2,0.5417,1.1246,401.188,369.987,350.248,451.804,401.639,363.584,375.302,408.318,377.855,371.254,387.1179
"12486",2,3,-0.5259,1.1246,504.377,486.528,456.686,493.849,500.449,533.754,469.049,506.432,505.147,483.247,493.9518
