"","Kecemasan","GM","EmoWLE","AmanWLE","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV6MATH","PV7MATH","PV8MATH","PV9MATH","PV10MATH","MATHMEAN"
"301",1,3,-0.3152,0.1413,291.698,329.07,282.176,302.529,311.103,300.826,320.152,283.491,355.499,296.33,307.2874
"302",2,4,-0.3604,0.4417,369.572,332.131,318.291,310.611,311.451,337.432,305.967,294.368,302.858,357.05,323.9731
"303",2,3,-0.8102,0.4417,376.234,376.613,408.218,388.673,404.687,394.473,366.671,395.3,355.768,376.829,384.3466
"304",1,2,-1.0687,-1.3894,428.755,410.843,455.419,417.637,423.027,440.636,397.308,370.742,378.681,394.051,411.7099
"305",1,3,-2.1802,-1.1441,411.052,394.852,423.834,429.551,379.26,443.005,415.466,397.182,370.176,377.132,404.151
"307",2,2,-0.1233,-1.1042,317.539,356.025,343.431,308.896,320.144,326.462,284.565,336.284,325.696,342.101,326.1143
"308",2,2,-0.7737,-0.756,468.778,497.131,429.011,430.907,469.874,487.834,451.348,466.684,465.124,486.53,465.3221
"309",3,2,0.2055,-0.756,359.296,368.473,436.716,403.143,385.451,362.829,364.019,361.002,385.712,372.567,379.9208
"311",2,3,0.8121,-0.756,455.886,382.499,401.528,361.631,426.243,435.178,387.778,408.08,444.513,423.739,412.7075
"312",2,3,0.3192,-0.0842,314.726,294.983,282.217,291.251,286.133,245.521,289.631,338.434,303.745,367.063,301.3704
"313",2,3,-0.2016,-1.3019,426.766,402.326,383.975,351.685,395.516,347.712,399.5,379.638,356.066,382.621,382.5805
"316",2,3,-0.2358,-1.4414,291.921,312.775,304.173,327.25,318.566,276.786,313.683,310.369,309.732,312.982,307.8237
"317",1,3,-0.3777,0.6942,391.745,376.812,419.016,380.854,394.523,378.75,369.763,356.787,391.1,398.273,385.7623
"318",3,3,0.1237,-0.756,435.015,422.117,423.27,442.447,431.105,468.891,405.559,453.13,412.579,450.135,434.4248
"319",2,3,0.649,1.1246,384.79,372.15,357.195,344.452,339.484,352.019,358.439,340.34,386.483,381.995,361.7347
"320",4,4,1.6379,-0.756,443.808,400.212,396.194,396.519,406.537,427.363,405.003,401.688,460.261,413.707,415.1292
"321",2,2,-0.1567,-0.756,420.923,410.394,415.385,379.529,429.925,360.23,320.818,363.201,381.639,380.558,386.2602
"322",3,3,0.1893,0.1368,327.868,346.738,387.359,369.5,390.742,330.579,383.379,365.257,368.161,382.169,365.1752
"323",1,3,-0.6499,-0.0842,267.244,271.227,285.545,277.489,332.009,319.177,262.264,264.429,311.536,325.243,291.6163
"324",2,3,-0.4056,1.1246,413.665,397.521,355.381,386.276,347.598,396.911,411.624,387.649,396.201,392.582,388.5408
"325",1,1,-0.7936,0.0877,466.953,488.298,407.613,459.75,473.12,452.032,473.504,486.425,439.833,481.909,462.9437
"327",1,2,0.1638,-0.756,364.801,354.744,364.235,388.845,338.498,372.529,382.551,377.505,356.964,358.447,365.9119
"330",2,3,-1.3374,-0.756,424.52,453.708,421.97,377.899,393.024,368.725,394.71,405.592,408.726,466.221,411.5095
"331",2,3,-1.2169,-1.1042,418.029,438.607,451.569,451.201,407.335,451.81,445.702,423.398,411.342,442.44,434.1433
"332",2,2,0.8782,-0.756,447.051,451.744,480.284,473.994,456.951,465.746,517.073,476.148,450.004,482.563,470.1558
"333",3,2,0.5744,-0.756,366.075,355.083,344.181,327.159,365.196,331.886,347.278,326.787,329.888,336.979,343.0512
"334",2,4,-0.2588,1.1246,327.156,343.848,338.932,345.246,294.244,384.93,347.58,317.722,346.818,332.479,337.8955
"336",2,3,-0.1555,-0.756,315.175,299.391,334.293,322.944,318.657,346.913,344.161,306.449,347.311,322.858,325.8152
"338",3,2,0.0241,-0.756,453.172,431.945,460.776,488.205,386.832,482.766,510.384,496.6,465.249,449.656,462.5585
"339",1,2,-0.5995,-1.1042,474.185,486.918,509.825,454.172,499.293,483.637,459.809,527.138,514.944,514.841,492.4762
"340",2,2,-0.2363,-0.756,431.024,486.353,499.316,514.695,487.998,516.718,495.35,489.923,512.068,524.082,495.7527
"341",2,3,-0.5212,-1.1042,405.543,378.684,361.985,406.462,407.858,422.131,410.211,408.695,442.886,368.165,401.262
"342",3,2,0.8004,-0.756,440.43,453.202,453.003,458.471,458.692,493.899,503.481,457.089,452.138,459.104,462.9509
"343",1,4,-0.5259,-0.756,415.088,374.717,413.423,390.897,408.328,399.08,394.097,399.292,453.335,382.612,403.0869
"345",2,1,0.1922,-0.756,258.144,257.799,267.636,267.567,277.657,304.655,214.619,347.947,298.135,279.755,277.3914
"347",3,2,0.7907,1.1246,400.028,398.892,334.83,332.714,340.28,353.752,380.902,375.704,377.074,359.387,365.3563
"348",1,3,1.2343,1.1246,319.646,346.896,354.829,358.755,370.566,344.552,337.104,356.118,343.168,366.6,349.8234
"350",2,2,0.0319,0.6942,347.924,353.315,357.881,354.258,378.333,361.485,331.553,394.02,365.686,395.659,364.0114
"351",2,3,-0.7139,-0.756,402.561,357.849,362.067,356.528,352.968,381.705,338.581,398.825,403.964,371.966,372.7014
"352",3,3,0.177,-0.756,311.877,340.965,312.538,344.889,341.266,344.485,327.665,357.268,248.375,347.561,327.6889
"353",2,2,-0.6102,-0.756,432.24,417.566,418.535,384.767,417.819,403.114,382.554,434.506,349.054,413.114,405.3269
"354",3,1,-0.1551,0.1368,430.029,396.629,333.095,354.088,364.531,354.27,359.019,340.987,445.149,343.511,372.1308
"355",2,2,0.0612,-0.756,467.222,464.266,451.594,460.377,468.016,462.902,423.104,489.946,459.896,442.892,459.0215
"356",2,3,-0.1914,-0.756,373.83,363.34,391.616,371.607,401.959,419.31,367.421,422.794,393.263,433.375,393.8515
"357",2,3,0.2488,-0.756,359.356,369.189,347.705,352.241,404.484,386.379,362.309,385.688,331.69,380.09,367.9131
"359",1,2,-0.6251,-0.756,415.236,402.939,391.337,390.176,385.731,422.402,396.022,404.063,386.462,397.129,399.1497
"360",2,2,-0.9026,-0.756,432.346,493.046,506.36,473.593,460.884,468.756,467.255,507.029,480.896,443.795,473.396
"361",2,3,-0.4141,-1.1042,564.786,516.563,540.064,522.944,501.451,549.091,530.237,543.953,532.4,540.006,534.1495
"362",2,3,-0.0812,-0.756,335.974,279.339,269.511,301.384,305.97,274.452,267.911,300.381,273.015,267.468,287.5405
"363",2,4,-0.4899,0.1368,374.735,357.009,349.394,348.884,379.187,352.304,379.171,367.915,363.485,351.05,362.3134
"364",2,3,-0.1926,-0.756,317.571,355.237,309.286,302.876,349.945,327.243,360.621,343.25,316.133,328.249,331.0411
"365",1,3,0.9626,-0.756,328.367,402.51,415.97,378.606,376.106,372.987,392.896,404.259,373.981,381.298,382.698
"366",2,2,0.4488,-0.756,367.157,351.383,393.209,368.525,359.805,355.117,409.774,361.525,333.266,371.265,367.1026
"367",1,3,-0.0538,-0.756,339.631,416.494,356.661,375.892,355.536,336.894,399.976,376.928,392.796,349.924,370.0732
"368",3,3,-0.1098,-0.756,304.369,275.172,316.659,290.163,312.104,355.026,320.987,279.79,329.498,313.915,309.7683
"372",3,1,1.4207,-0.756,390.542,409.218,385.967,367.555,402.776,394.095,371.322,399.45,369.209,400.555,389.0689
"374",2,4,0.0539,-1.2684,379.177,354.502,326.37,358.09,356.472,356.107,363.724,337.014,352.483,372.959,355.6898
"375",3,3,0.1096,0.4836,431.816,483.237,417.147,465.735,383.794,457.872,480.994,446.224,481.667,416.15,446.4636
"378",2,3,-1.8792,-0.756,369.461,354.462,346.937,346.736,346.613,388.623,347.921,383.425,388.746,382.826,365.575
"379",2,2,0.2959,-0.756,413.138,392.899,375.1,425.774,398.128,388.835,417.735,397.117,392.172,397.127,399.8025
"380",2,2,-0.2325,0.6942,421.698,441.115,379.044,452.924,447.516,447.409,406.757,425.129,441.13,439.895,430.2617
"381",2,3,0.1468,-0.756,342.273,383.734,378.735,425.485,352.688,375.423,354.21,408.436,357.864,400.272,377.912
"382",1,2,-2.7422,-1.1042,399.814,402.668,424.305,447.939,414.03,399.402,388.778,404.764,417.331,425.814,412.4845
"383",2,3,-0.6151,-0.756,275.42,290.273,297.205,294.914,252.734,289.807,263.137,289.503,272.703,241.343,276.7039
"384",2,3,0.5073,0.6942,340.503,380.344,423.072,397.994,403.136,375.422,407.437,380.248,364.483,396.268,386.8907
"388",3,3,-0.4222,0.1413,239.328,217.591,285.82,318.895,291.82,259.288,267.521,186.408,213.961,183.845,246.4477
"389",4,3,0.0552,-0.756,348.95,326.553,298.338,380.673,374.502,388.566,337.729,363.683,315.117,351.351,348.5462
"390",2,2,0.3569,-0.756,455.936,434.552,399.263,387.985,433.568,436.744,442.771,446.853,434.598,441.841,431.4111
"391",2,2,0.2012,-0.756,307.458,298.684,332.024,355.726,327.188,320.828,331.861,324.38,341.554,324.126,326.3829
"392",2,3,-0.8504,-0.756,329.949,274.416,296.663,302.325,304.007,293.989,272.926,320.488,296.693,270.077,296.1533
"393",1,1,1.0109,-1.0389,414.773,466.38,447.413,402.848,479.574,451.71,433.433,436.123,452.424,463.638,444.8316
"394",2,3,-0.6361,-0.756,336.861,306.379,326.691,352.735,372.76,337.421,304.475,342.63,306.434,301.843,328.8229
"395",2,3,-0.3927,-0.039,388.686,397.106,391.505,403.149,405.995,407.18,368.116,415.828,430.956,374.808,398.3329
"396",2,3,-0.5197,-2.7886,277.882,269.9,309.633,316.327,289.51,305.241,352.786,305.169,250.225,289.838,296.6511
"397",2,3,0.1182,1.1246,322.807,320.66,352.261,330.43,390.651,365.678,323.869,346.367,366.561,343.202,346.2486
"399",4,3,0.4442,-0.039,305.506,295.855,300.34,312.196,324.768,328.148,335.81,338.142,320.672,313.968,317.5405
"400",2,3,-0.6541,-0.756,276.05,279.369,270.481,284.808,317.691,253.208,335.558,306.745,276.342,303.239,290.3491
"402",2,2,-2.0533,0.4417,470.122,488.589,460.635,433.913,462.186,481.408,507.773,461.927,488.955,459.807,471.5315
"403",2,2,0.1924,-0.756,331.539,299.651,305.582,336.467,358.204,339.377,303.331,341.141,316.929,318.355,325.0576
"404",2,2,-0.3954,-0.756,332.138,264.289,291.347,269.308,318.775,282.593,314.032,326.314,328.885,291.568,301.9249
"405",2,2,-0.2099,0.6942,404.8,423.734,455.439,433.663,409.845,432.408,393.481,419.468,433.357,419.409,422.5604
"407",2,4,-0.1468,0.2852,369.209,356.672,381.169,391.5,348.699,406.521,335.537,381.23,351.604,339.765,366.1906
"408",2,3,-0.1751,-0.756,372.344,364.855,385.907,357.736,424.747,400.042,350.411,349.577,403.03,377.226,378.5875
"410",2,1,-0.6858,-0.3481,371.552,414.605,407.343,384.72,392.131,376.102,434.268,424.915,401.602,374.305,398.1543
"411",1,2,-0.7812,-1.4248,434.915,455.919,493.845,471,445.306,469.474,438.888,422.843,448.202,437.357,451.7749
"412",3,3,1.3107,1.1246,377.705,363.842,379.091,413.298,374.277,417.196,363.714,401.791,395.829,415.146,390.1889
"413",2,2,0.8268,-0.756,488.33,549.547,452.432,479.959,475.505,552.458,443.086,480.859,536.944,546.064,500.5184
"415",2,3,-0.5565,-0.3481,381.643,314.38,345.868,375.897,362.938,329.325,340.857,380.933,336.155,352.171,352.0167
"416",2,3,0.6664,0.3308,254.761,326.12,304.699,329.105,313.102,324.279,308.4,291.517,303.134,334.439,308.9556
"421",3,2,0.3691,-0.756,358.238,399.156,367.605,410.106,355.659,338.64,396.171,390.295,366.796,401.431,378.4097
"422",2,3,0.8757,-0.756,383.158,396.797,332.053,378.306,363.297,393.506,383.369,360.418,351.852,375.548,371.8304
"424",2,3,0.8125,-0.756,403.457,372.595,412.568,387.21,408.28,382.416,396.97,357.383,390.378,370.975,388.2232
"425",3,3,0.3934,-0.756,287.832,335.611,367.637,312.018,332.931,331.715,330.948,354.975,356.058,316.902,332.6627
"426",2,3,0.2816,1.1246,427.102,413.448,427.276,394.996,442.568,422.55,432.44,451.216,434.587,410.943,425.7126
"427",1,3,-0.2903,-0.756,348.788,311.496,376.966,369.617,372.472,344.231,405.578,330.861,334.523,337.17,353.1702
"429",2,3,-0.7795,1.1246,424.831,412.937,385.718,384.942,400.972,380.717,439.202,409.218,383.817,373.939,399.6293
"430",2,2,0.6409,0.4417,410.29,381.581,432.76,376.269,371.561,422.002,384.708,398.275,375.526,393.481,394.6453
"431",3,1,-0.6637,1.1246,327.696,301.881,338.421,334.494,356.99,353.28,311.811,321.132,336.798,323.532,330.6035
"432",2,2,0.1198,-0.756,379.928,449.143,431.093,440.407,438.699,416.632,412.469,414.277,383.243,449.212,421.5103
"433",3,4,0.5763,1.1246,281.82,223.807,333.088,290.055,287.913,328.12,318.438,336.253,327.341,274.491,300.1326
"434",2,1,-0.0125,-1.1042,456.19,486.254,459.187,450.788,465.111,452.289,422.696,413.794,463.592,501.107,457.1008
"435",3,2,0.7053,-0.756,377.898,380.377,367.089,383.218,341.183,382.526,381.901,435.889,403.38,423.513,387.6974
"437",1,3,0.7587,-2.7886,383.655,384.649,337.873,366.184,397.206,425.793,357.511,374.518,361.126,396.956,378.5471
"438",3,2,0.8096,-0.756,518.559,500.296,524.823,521.761,504.932,544.713,527.794,487.231,528.511,504.926,516.3546
"439",2,3,0.1915,-0.756,296.902,267.654,226.248,305.735,264.979,280.751,242.703,241.786,310.767,222.899,266.0424
"440",2,3,-0.7752,1.1246,364.087,309.377,359.105,358.755,296.85,345.275,325.842,320.491,336.677,334.319,335.0778
"442",2,2,0.7478,-0.3481,356.108,364.382,369.049,379.978,340.656,353.584,341.347,391.615,376.457,391.011,366.4187
"443",2,2,0.2425,-0.0323,317.712,362.041,337.581,347.683,366.854,379.209,338.808,280.857,296.151,353.993,338.0889
"444",2,4,0.3414,0.3221,328.748,255.293,297.316,298.206,294.539,300.281,267.197,336.084,258.693,266.478,290.2835
"446",2,3,-0.5918,0.6942,321.891,295.794,315.256,297.497,347.755,312.8,290.111,268.404,314.195,287.494,305.1197
"447",4,3,0.2706,-0.756,409.082,442.362,371.074,400.097,359.635,380.668,380.688,390.983,412.647,394.822,394.2058
"450",2,3,-0.7311,-0.756,428.956,416.924,413.481,383.896,441.526,464.64,445.706,463.892,407.835,380.023,424.6879
"451",3,3,-0.2136,-0.756,425.949,403.589,385.518,411.257,382.407,380.006,378.042,458.445,452.312,400.66,407.8185
"452",1,2,-0.4114,0.6342,316.08,354.804,357.277,383.625,307.754,303.656,343.608,347.743,352.198,342.105,340.885
"453",2,1,-0.6433,-1.15,484.255,531.789,465.5,440.904,525.349,511.392,489.949,451.767,459.994,519.118,488.0017
"454",2,3,0.053,-0.756,408.791,427.052,416.809,404.481,392.373,419.768,372.462,402.484,443.222,411.717,409.9159
"455",2,1,-0.1046,-0.756,402.208,360.706,364.821,353.119,383.266,372.416,371.829,392.963,407.951,400.958,381.0237
"456",2,2,0.0926,0.6942,358.041,345.661,390.912,376.135,413.877,368.461,390.243,404.651,363.543,375.936,378.746
"457",3,4,0.7689,-0.039,514.884,513.002,508.719,520.826,500.931,493.796,502.115,467.583,519.631,478.746,502.0233
"460",2,3,-0.2895,-0.756,394.7,355.491,341.645,389.566,430.9,367.44,360.502,382.255,359.212,420.317,380.2028
"461",2,3,-0.628,-0.9056,346.084,325.885,340.85,331.741,347.623,310.206,286.656,299.283,328.622,319.671,323.6621
"462",3,2,0.2382,-0.756,555.978,525.483,532.057,472.067,523.556,498.93,563.193,529.52,502.308,546.791,524.9883
"463",2,3,-0.2625,1.1246,310.447,291.608,299.099,324.4,326.574,329.884,314.729,279.847,299.483,248.835,302.4906
"464",2,1,-0.57,-0.756,422.852,442.983,435.489,406.805,422.93,451.168,437.36,408.418,447.416,419.558,429.4979
"465",2,2,-0.5222,-0.756,350.714,342.703,377.385,382.054,411.343,360.261,413.186,368.356,445.178,390.258,384.1438
"466",1,3,-0.469,0.3221,402.845,351.986,353.535,384.483,353.198,394.096,334.55,362.45,335.946,360.436,363.3525
"467",2,2,0.7322,-0.756,408.122,429.956,421.426,397.964,413.389,429.393,427.082,407.663,381.019,390.842,410.6856
"469",3,2,0.0245,-0.756,384.243,396.081,367.774,375.149,371.067,415.93,397.003,366.081,385.557,385.604,384.4489
"470",2,3,-0.3458,-0.756,388.739,412.182,416.981,360.578,437.518,395.057,378.057,405.26,391.097,425.636,401.1105
"471",1,3,0.305,1.1246,421.248,354.489,344.042,384.968,409.496,370.021,365.829,403.34,401.669,360.718,381.582
"472",3,4,0.7675,1.1246,459.978,454.65,442.48,500.865,491.468,480.298,467.495,449.815,484.325,481.116,471.249
"473",3,3,-0.0138,-0.756,326.855,354.948,323.658,335.852,329.835,346.657,310.106,328.785,349.127,362.212,336.8035
"474",2,2,0.6214,-0.756,400.038,414.206,421.717,346.46,446.862,408.886,408.467,448.159,382.07,424.522,410.1387
"475",1,4,-0.8283,-1.1042,441.408,427.021,401.87,470.738,494.657,443.756,442.769,444.341,503.864,458.024,452.8448
"476",2,3,0.6231,-0.756,339.961,339.559,347.668,296.776,336.739,378.002,373.37,345.36,363.167,380.349,350.0951
"477",2,3,-0.4866,-0.756,436.296,384.155,385.321,425.149,396.635,390.809,446.447,404.473,385.286,410.449,406.502
"478",2,2,-0.0545,-0.756,348.772,343.065,298.793,367.064,369.759,353.316,373.026,299.471,352.496,372.232,347.7994
"479",1,3,-0.4262,1.1246,488.478,506.114,495.647,520.148,503.583,486.186,502.072,498.723,505.41,501.944,500.8305
"481",2,1,0.279,1.1246,417.246,422.914,450.618,407.002,382.239,448.035,431.552,395.075,407.802,427.497,418.998
"482",3,3,-0.8367,-0.756,385.685,384.224,330.83,338.367,385.134,336.516,353.481,415.274,358.139,378.951,366.6601
"483",3,3,-1.123,-0.756,457.014,424.832,467.945,528.366,473.496,481.607,460.515,464.078,490.42,493.867,474.214
"484",2,3,-0.9604,0.4836,327.384,338.869,352.351,357.019,389.797,342.026,339.112,321.69,370.095,343.366,348.1709
"485",1,3,-0.0067,1.1246,438.357,473.545,455.18,444.286,436.857,464.808,486.426,417.032,452.561,437.749,450.6801
"486",2,3,-0.7985,-0.756,417.171,445.221,410.569,404.243,414.96,414.305,446.517,409.275,434.308,401.874,419.8443
"488",1,2,-0.8896,0.4417,486.69,517.107,510.313,500.766,497.553,452.723,526.249,496.089,490.464,486.704,496.4658
"489",2,3,-0.364,-1.15,373.42,337.566,376.982,370.449,393.784,370.026,413.057,387.353,397.95,382.668,380.3255
"490",2,3,-0.2076,-1.5326,348.452,381.032,335.005,378.959,350.061,339.059,314.478,364.132,341.257,357.976,351.0411
"491",3,3,-0.2538,-0.756,328.837,328.785,321,317.574,338.249,333.014,285.594,281.821,307.39,325.453,316.7717
"492",1,2,-0.16,1.1246,299.702,342.629,287.183,373.224,353.865,377.374,382.583,375.787,392.376,318.681,350.3404
"493",2,3,-0.3628,1.1246,394.26,432.796,459.585,411.589,407.402,415.746,406.721,413.195,409.377,428.212,417.8883
"494",3,3,-0.0464,0.6342,382.138,373.344,389.516,374.334,393.081,369.556,386.012,356.354,388.641,389.52,380.2496
"495",3,3,0.1959,-0.756,351.394,308.52,338.771,250.388,250.859,300.867,286.684,302.72,305.657,318.317,301.4177
"496",1,4,0.0826,1.1246,271.716,306.212,305.619,304.736,300.791,306.973,347.992,305.936,320.374,311.628,308.1977
"497",3,3,0.071,-0.756,237.12,267.045,263.326,239.513,248.945,279.96,268.667,286.351,255.575,219.771,256.6273
"498",2,4,1.3749,0.3221,392.447,427.7,432.277,467.864,384.479,409.593,430.371,412.605,393.248,421.519,417.2103
"499",2,3,-0.8828,-0.756,346.727,341.223,348.187,360.548,342.252,343.752,319.372,316.968,315.225,337.577,337.1831
"500",3,3,-0.7136,-0.756,242.901,343.279,311.317,298.662,286.722,308.983,318.789,364.109,289.797,285.933,305.0492
"502",2,2,1.5341,0.6342,442.73,463.999,403.803,400.621,466.293,406.655,384.939,439.044,412.478,415.2,423.5762
"503",1,3,-0.6944,-0.0323,400.441,360.874,381.512,356.861,371.231,342.372,363.687,359.56,361.778,375.104,367.342
"504",2,3,-0.2004,-0.756,369.256,384.046,403.617,424.729,379.768,355.982,395.42,433.326,376.914,385.99,390.9048
"505",2,2,-0.0671,-1.306,355.575,384.353,378.519,371.124,369.695,370.653,392.455,360.913,366.897,396.615,374.6799
"506",1,2,0.0518,-1.306,463.409,512.962,482.737,505.222,515.895,566.322,491.73,507.004,485.607,523.806,505.4694
"507",2,1,0.8786,0.4417,394.778,385.098,418.588,429.396,434.48,403.316,369.461,428.511,378.911,341.724,398.4263
"508",3,3,-0.6407,1.1246,318.74,310.507,332.951,280.398,344.118,318.61,333.382,339.876,344.857,344.619,326.8058
"509",2,3,-0.6541,-1.4286,346.804,338.822,333.817,337.731,311.925,342.244,364.979,297.965,340.138,349.364,336.3789
"510",2,3,0.1854,-0.756,323.419,314.752,324.878,343.566,341.091,363.737,377.935,379.572,397.81,313.779,348.0539
"511",2,3,-0.8557,-0.9021,452.647,440.813,399.491,430.47,447.677,444.634,473.332,416.104,424.728,418.851,434.8747
"512",1,3,-1.9669,-0.3153,333.443,359.536,343.017,302.274,325.711,334.777,348.732,328.247,320.624,383.778,338.0139
"513",1,3,0.0916,0.6942,380.482,337.646,396.097,392.249,383.699,387.742,416.175,414.512,400.232,372.829,388.1663
"515",1,3,-0.3721,1.1246,380.065,361.854,351.882,286.847,366.616,366.94,284.528,356.85,368.526,371.201,349.5309
"516",2,3,-0.7048,-0.756,420.875,368.555,390.346,410.74,436.447,398.525,431.01,407.962,384.301,415.249,406.401
"517",2,2,-0.1721,1.1246,378.172,360.747,353.887,342.012,362.189,337.082,365.975,343.455,389.225,349.223,358.1967
"518",2,2,0.0142,-0.756,365.123,416.232,398.158,375.234,410.727,386.374,439.406,382.751,416.793,367.993,395.8791
"519",2,3,-0.7172,0.6942,266.704,372.312,346.547,352.264,314.412,308.518,362.87,327.692,306.368,292.624,325.0311
"520",2,3,0.388,-0.756,477.225,451.887,441.59,511.85,485.513,464.106,472.325,486.488,482.863,460.12,473.3967
"522",4,3,-1.5155,-0.756,343.21,393.128,345.811,365.611,331.219,336.165,380.437,384.006,387.349,347.48,361.4416
"524",2,1,0.3228,-1.1042,418.065,429.894,396.014,409.952,448.522,429.503,422.777,450.604,439.511,448.657,429.3499
"527",2,3,-0.3944,-0.756,385.957,386.498,397.95,377.749,418.567,381.714,409.075,346.529,393.292,385.165,388.2496
