"","GM","EmoWLE","AmanWLE","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV6MATH","PV7MATH","PV8MATH","PV9MATH","PV10MATH","MATHMEAN"
"8682",2,1.5331,1.1246,495.895,495.596,530.684,479.993,507.245,510,462.668,483.001,478.25,479.449,492.2781
"8683",2,-0.6591,-0.756,467.213,505.975,482.632,480.419,456.599,454.344,469.811,444.33,458.646,446.252,466.6221
"8684",2,-0.5563,-0.756,390.223,402.413,429.91,425.826,420.168,477.008,430.025,389.491,422.758,410.952,419.8774
"8685",3,0.3689,-1.1042,344.96,335.177,325.628,305.512,392.535,334.596,364.395,303.239,302.464,340.067,334.8573
"8686",1,1.2057,-0.756,413.265,413.85,390.073,413.138,396.563,411.146,385.557,423.92,391.782,397.124,403.6418
"8687",3,-0.9281,-1.1042,259.353,330.58,276.218,282.271,315.093,277.189,276.705,290.135,254.358,284.179,284.6081
"8688",2,-1.0113,-0.756,414.579,437.51,414.858,459.265,451.562,406.568,443.312,414.894,443.315,473.178,435.9041
"8689",3,0.3915,1.1246,375.007,344.084,373.602,408.619,391.93,347.663,337.244,331.914,368.523,355.243,363.3829
"8690",2,-0.5781,-0.756,473.725,465.274,476.863,446.227,472.6,418.678,474.473,487.77,470.013,445.109,463.0732
"8691",2,-0.4166,1.1246,407.225,416.541,409.817,374.323,419.782,369.936,415.529,424.335,418.938,398.289,405.4715
"8692",3,-0.3792,-0.756,335.082,244.69,260.853,273.884,329.864,316.632,300.619,309.022,285.262,306.098,296.2006
"8693",3,0.7997,-0.756,349.446,330.08,304.421,301.367,309.576,329.487,343.623,285.302,340.294,329.054,322.265
"8694",2,2.8436,0.4836,386.25,352.418,347.198,358.772,385.618,312.44,288.197,386.898,367.519,336.201,352.1511
"8695",3,-0.0808,0.4417,474.383,473.523,454.997,520.909,451.607,425.64,498.911,464.486,468.13,442.948,467.5534
"8696",3,-0.7606,-0.756,304.149,343.821,321.853,348.097,269.478,337.009,294.118,280.658,365.633,297.573,316.2389
"8697",2,-0.648,-0.756,464.287,494.508,462.259,453.766,495.908,480.75,465.088,452.121,482.933,509.968,476.1588
"8698",4,0.8979,-0.756,226.698,308.778,247.001,286.72,302.361,295.427,263.985,228.2,279.069,265.153,270.3392
"8699",3,-0.1023,0.6942,380.35,344.108,408.072,378.806,395.415,367.563,400.752,376.247,380.488,324.627,375.6428
"8700",2,-0.4804,-1.6365,417.678,473.21,407.383,421.986,418.468,438.886,445.604,444.675,435.029,467.022,436.9941
"8701",3,-0.0381,-1.1042,269.065,321.791,343.38,338.297,355.768,321.543,297.629,330.862,329.412,249.689,315.7436
"8702",2,-0.1291,-0.756,466.398,414.364,488.497,458.171,450.048,432.388,413.4,404.928,418.791,436.834,438.3819
"8703",3,0.8221,-0.756,318.741,309.504,388.242,311.602,352.826,316.255,354.41,317.712,313.5,350.563,333.3355
"8704",4,-0.9383,-0.756,378.584,389.056,347.158,376.96,399.751,406.487,397.356,387.152,361.419,412.944,385.6867
"8705",3,-0.293,-1.1042,418.192,410.908,356.544,404.978,340.425,378.678,379.835,390.312,408.07,398.721,388.6663
"8706",3,-1.3342,-0.756,362.986,370.637,349.513,363.911,348.553,372.545,324.902,377.119,409.384,380.079,365.9629
"8707",3,0.1638,1.1246,415.659,416.417,384.06,363.16,368.8,358.123,392.61,381.548,400.855,384.836,386.6068
"8708",2,-0.7352,-0.756,379.783,365.784,438.119,416.51,429.511,397.886,423.611,373.106,417.188,419.787,406.1285
"8709",2,0.7946,-0.756,403.081,434.655,410.618,350.149,325.503,364.864,394.573,357.159,413.002,392.981,384.6585
"8710",4,-0.1471,0.3221,328.45,303.501,321.654,346.735,338.814,328.331,350.983,330.306,338.641,328.114,331.5529
"8711",4,0.1474,1.1246,369.563,330.958,310.864,337.13,345.126,336.621,317.713,324.89,380.335,356.369,340.9569
"8712",2,-0.2488,-0.756,339.725,397.821,387.91,445.622,397.304,381.852,408.952,351.047,382.215,375.175,386.7623
"8713",4,0.1746,0.4836,349.391,339.086,368.314,356.488,372.416,360.898,382.861,368.494,366.671,330.636,359.5255
"8714",3,1.0281,-1.0309,310.794,312.325,313.582,363.806,318.237,309.649,326.142,318.534,318.185,331.362,322.2616
"8715",2,-0.824,-0.756,434.757,453.488,430.379,465.465,414.735,440.667,446.349,440.475,472.898,456.742,445.5955
"8716",1,0.0317,0.6942,314.829,345.273,337.767,323.756,348.938,301.408,320.821,363.042,306.079,317.887,327.98
"8717",4,0.1437,1.1246,315.979,369.277,348.771,358.643,312.974,361.782,345.823,337.458,365.656,355.941,347.2304
"8719",2,-0.2892,0.6942,366.012,364.503,353.99,351.549,383.662,359.267,382.968,356.59,399.227,336.044,365.3812
"8720",3,-4.537,-0.756,431.922,417.488,408.406,421.531,404.695,431.678,417.677,409.079,455.473,425.663,422.3612
"8721",3,-0.3159,-0.9021,382.2,381.321,357.881,388.27,376.301,375.084,392.342,390.403,362.981,414.918,382.1701
"8722",2,-0.2044,-0.756,317.765,352.011,317.811,294.339,289.623,317.364,325.697,374.964,322.677,313.315,322.5566
"8723",4,-0.0331,1.1246,341.011,325.36,311.083,325.014,363.812,315.605,365.088,326.064,359.104,338.973,337.1114
"8724",2,-0.1351,-0.756,477.117,433.032,397.781,415.888,427.319,466.546,445.54,409.694,429.739,400.11,430.2766
"8725",3,0.5754,-0.756,311.442,320.831,320.012,332.223,346.152,317.412,270.135,283.076,336.623,333.643,317.1549
"8726",2,0.1206,1.1246,523.927,524.723,546.202,520.035,491.555,514.032,514.166,515.533,510.123,516.715,517.7011
"8727",3,-0.078,-0.039,280.797,335.274,325.014,311.409,351.904,357.622,330.803,322.221,314.485,293.869,322.3398
"8728",4,-0.0042,-0.0918,325.547,316.863,386.642,308.381,295.277,338.601,292.038,290.68,278.606,327.704,316.0339
"8729",3,-0.2433,1.1246,368.842,338.867,305.136,385.207,367.274,397.21,386.503,385.815,365.922,376.898,367.7674
"8730",2,-0.2586,0.6342,453.786,484.981,413.057,402.788,435.891,439.495,479.548,460.286,434.255,466.939,447.1026
"8732",2,-0.6437,-0.756,386.474,381.483,422.078,380.184,391.78,363.922,402.177,394.56,422.598,400.586,394.5842
"8733",3,0.7252,-0.756,376.035,350.533,357.959,340.11,347.724,382.545,404.53,376.169,418.389,400.964,375.4958
"8734",2,-0.5995,0.2852,408.177,477.546,438.324,413.183,414.731,456.792,436.579,460.035,433.079,451.904,439.035
"8735",3,-0.6376,-0.756,332.893,322.568,369.302,360.144,337.541,355.286,372.549,359.527,365.076,363.683,353.8569
"8736",3,0.2483,-0.756,353.118,400.397,383.733,392.878,403.359,396.305,414.102,418.693,397.091,385.346,394.5022
"8737",2,-0.6002,1.1246,461.739,452.808,494.038,440.446,511.977,474.662,474.742,489.948,494.615,477.049,477.2024
"8738",3,-0.5337,0.1413,409.051,376.569,424.462,407.176,395.802,359.891,375.045,367.195,373.273,363.092,385.1556
"8740",3,0.2925,0.4417,449.358,432.185,474.042,493.921,478.06,449.311,457.513,501.826,478.065,444.314,465.8595
"8743",2,2.7077,-0.039,295.903,299.106,299.615,255.598,323.374,311.622,324.021,281.218,319.873,274.612,298.4942
"8744",2,-0.2437,-0.756,385.895,381.446,392.99,405.721,404.528,411.582,428.979,398.284,436.165,413.11,405.87
"8745",3,-0.6072,0.0877,348.176,358.358,371.231,381.81,385.976,354.894,377.598,395.117,352.354,366.221,369.1735
"8746",2,-0.7632,-1.5326,315.854,341.879,375.952,318.184,356.836,359.929,325.025,325.047,319.457,300.593,333.8756
"8747",3,-0.4646,-0.756,293.02,304.306,269.579,301.781,286.366,321.875,295.677,306.787,277.726,312.666,296.9783
"8748",2,0.5785,-0.756,417.562,444.046,387.972,403.48,383.599,419.317,422.784,342.514,400.239,379.619,400.1132
"8749",1,-0.5714,-1.3019,424.331,399.199,400.16,356.51,373.898,346.828,358.303,376.174,350.917,329.611,371.5931
"8750",3,0.5424,-0.756,314.539,237.768,267.092,269.534,278.619,259.788,263.382,295.52,313.803,252.289,275.2334
"8751",3,-0.4738,-0.756,389.331,397.894,419.718,415.795,367.794,376.911,402.459,407.358,410.763,396.466,398.4489
"8752",3,-0.3693,-0.756,341.542,387.955,312.162,349.608,371.532,395.546,354.265,383.63,360.961,351.904,360.9105
"8753",3,-0.737,-0.756,311.732,376.446,349.815,280.005,341.28,335.635,371.836,392.581,340.259,331.1,343.0689
"8754",3,-2.8882,-0.0918,386.092,347.412,347.507,408.821,335.695,375.212,332.505,406.793,301.651,337.385,357.9073
"8755",2,-0.1749,-1.1042,461.923,412.984,452.892,391.707,438.925,452.017,408.33,405.076,426.793,450.776,430.1423
"8756",3,0.7658,-0.756,320.154,371.183,404.236,347.721,373.319,365.398,393.026,346.72,382.383,348.053,365.2193
"8757",1,1.3548,0.3221,319.156,342.267,331.851,302.87,334.538,309.323,266.525,344.362,317.067,333.71,320.1669
"8758",3,-1.0565,-1.7582,444.309,433.157,460.735,438.029,432.347,455.615,416.293,417.428,398.488,446.533,434.2934
"8759",2,1.3606,1.1246,354.831,393.022,383.775,369.51,401.247,368.03,400.138,363.481,336.018,422.453,379.2505
"8760",3,-0.8116,-1.3019,433.165,378.065,421.388,387.86,419.717,407.488,409.145,387.782,412.894,406.298,406.3802
"8761",3,-0.5151,-0.756,393.816,449.755,454.412,429.992,463.397,492.372,431.804,451.877,469.383,419.837,445.6645
"8762",3,-0.0126,-0.756,377.398,348.449,395.965,400.996,374.355,397.148,426.778,392.689,371.037,395.089,387.9904
"8763",3,0.5989,-0.756,365.402,349.435,399.55,349.883,347.822,343.837,327.209,341.092,352.614,333.636,351.048
"8764",1,-0.5531,1.1246,375.289,398.84,380.649,369.696,422.157,391.443,399.547,420.219,451.681,369.637,397.9158
"8765",3,-0.8135,-0.756,376.522,302.743,308.57,327.334,326.649,298.554,301.996,297.874,281.727,322.687,314.4656
"8766",4,0.3355,-1.1042,327.482,332.268,328.871,320.968,348.515,328.412,378.927,319.152,370.061,355.779,341.0435
"8767",1,-0.653,-0.756,402.062,416.768,463.394,377.296,417.074,426.007,399.505,404.323,413.164,432.444,415.2037
"8769",3,-0.3924,-0.756,313.73,358.118,330.631,317.376,309.571,305.033,307.274,292.402,359.4,292.121,318.5656
"8770",2,0.0509,-0.756,440.766,432.453,410.207,432.816,433.397,450.9,457.311,473.999,452.122,483.433,446.7404
"8771",2,-0.2237,-0.756,472.564,478.332,466.949,526.95,464.773,455.961,496.737,464.896,485.483,467.626,478.0271
"8772",3,-0.797,1.1246,329.522,296.301,236.334,268.065,338.405,326.26,262.099,299.575,323.808,360.167,304.0536
"8773",3,-0.3382,-0.756,425.944,394.453,380.696,388.346,421.078,378.843,383.651,383.606,380.839,403.253,394.0709
"8774",2,-0.736,-0.756,371.657,376.099,395.795,375.922,395.919,365.372,395.234,379.392,416.607,362.309,383.4306
"8775",1,-1.2605,-1.15,397.754,388.263,359.752,391.037,398.235,362.342,374.695,398.492,380.555,394.97,384.6095
"8776",3,0.0031,1.1246,352.777,396.051,288.906,302.894,357.251,356.129,255.519,367.043,374.978,344.111,339.5659
"8777",2,0.0238,-0.3481,457.271,439.791,405.297,403.626,399.831,440.544,430.879,401.331,417.176,455.286,425.1032
"8778",1,-0.2498,1.1246,413.472,459.282,450.65,465.743,447.301,417.078,424.333,410.423,421.54,466.654,437.6476
"8779",3,0.0523,0.4417,434.09,385.223,417.936,410.246,411.868,431.154,447.482,442.336,408.637,391.259,418.0231
"8780",3,-0.0704,-0.756,299.144,292.517,262.556,338.602,305.228,296.59,320.681,297.029,324.316,278.003,301.4666
"8781",3,0.2971,0.0877,332.329,326.089,338.646,334.401,269.537,355.769,325.125,398.331,348.475,350.346,337.9048
"8782",4,0.2116,0.4417,517.574,531.208,530.724,531.6,542.108,506.45,483.948,509.612,553.907,506.629,521.376
"8783",2,-0.8033,-0.756,429.977,405.134,416.976,388.816,441.367,440.879,425.449,430.346,418.925,420.944,421.8813
"8784",3,0.5542,-0.756,344.415,355.783,328.953,355.571,359.962,401.444,338.73,389.322,369.852,351.081,359.5113
"8785",2,0.4345,-0.756,420.089,445.822,465.949,490.807,443.227,458.08,491.506,498.274,482.152,464.158,466.0064
"8786",3,-0.2319,-1.9603,373.808,364.674,333.168,366.63,354.862,354.009,384.888,386.874,376.894,379.503,367.531
"8787",2,-0.5743,0.1368,455.687,476.055,494.747,477.747,453.597,466.334,474.051,492.535,491.37,465.904,474.8027
"8789",3,-4.6665,-0.9358,486.12,449.508,441.769,438.289,485.166,436.184,453.113,424.57,444.068,455.967,451.4754
"8790",2,-0.3673,-0.756,469.818,498.804,533.452,474.765,484.742,479.524,494.573,496.73,479.664,475.021,488.7093
"8791",3,-0.6665,-0.756,392.157,405.355,410.465,401.625,379.271,333.437,417.581,386.869,358.111,411.896,389.6767
"8792",2,-0.0712,-0.756,433.062,391.314,386.45,374.086,399.64,405.849,386.462,362.807,390.215,348.968,387.8853
"8794",3,-1.586,-0.756,365.373,424.565,406.881,399.548,404.282,408.888,391.174,418.861,357.865,402.267,397.9704
"8795",3,-0.1591,-0.756,389.618,343.38,413.728,345.32,359.772,355.543,388.444,360.501,306.236,307.609,357.0151
"8796",2,-1.2854,1.1246,362.005,363.838,392.013,393.885,401.537,412.265,350.846,357.753,337.537,392.237,376.3916
"8798",3,0.4268,1.1246,263.79,231.386,265.652,250.352,270.438,192.45,226.615,243.294,310.03,243.369,249.7376
"8799",2,-0.2073,-0.756,530.938,505.748,519.365,501.215,514.635,566.311,535.285,541.261,500.111,487.343,520.2212
"8800",3,-1.3529,0.4836,393.933,410.057,443.132,376.202,394.804,384.781,433.948,367.049,436.169,364.497,400.4572
"8801",3,-0.7546,-0.756,331.284,330.212,335.875,345.956,312.429,328.559,347.011,352.565,318.999,325.653,332.8543
"8802",2,0.4037,1.1246,459.706,481.926,449.594,488.752,445.122,493.109,490.54,464.866,493.159,458.234,472.5008
"8803",3,0.3893,-0.756,416.057,393.301,373.973,379.225,381.298,429.003,369.981,401.288,388.166,407.457,393.9749
"8804",2,-0.5538,-1.1042,437.727,418.912,505.638,479.862,414.658,474.768,421.986,406.12,459.074,432.078,445.0823
"8805",2,-0.0379,-1.7615,346.592,319.429,388.676,337.759,297.181,316.477,342.349,306.223,311.747,325.526,329.1959
"8806",3,-0.6449,-1.15,358.041,353.719,329.488,352.07,381.27,355.236,375.117,312.461,371.164,320.355,350.8921
"8807",2,0.1403,1.1246,407.227,422.576,483.578,474.084,463.177,463.984,450.678,449.997,441.445,389.162,444.5908
"8808",3,0.3063,-1.1042,358.602,357.8,369.06,347.002,316.869,393.57,312.13,338.243,345.736,332.841,347.1853
"8809",2,-1.4334,0.2852,357.606,403.809,350.038,389.734,367.808,346.896,342.16,382.406,365.491,358.312,366.426
"8810",3,-1.035,1.1246,348.784,374.839,373.305,356.304,388.325,338.816,329.273,384.931,344.709,355.477,359.4763
"8811",3,-1.2824,0.6942,368.688,392.095,374.039,387.818,377.044,364.723,373.4,352.649,370.539,380.127,374.1122
"8812",4,0.7139,-0.756,374.462,405.105,407.391,408.44,364.791,414.677,405.171,379.179,411.584,436.11,400.691
"8813",3,-0.2591,1.1246,356.493,382.353,411.675,373.531,345.321,407.352,379.052,380.161,363.906,386.35,378.6194
"8814",3,0.8376,1.1246,337.269,306.134,295.358,361.857,356.856,354.658,348.568,383.2,370.14,347.078,346.1118
"8815",3,-0.3786,0.4836,340.013,317.615,323.863,255.011,307.82,223.034,262.4,329.851,316.047,286.635,296.2289
"8816",3,-0.8296,-0.3481,412.926,422.996,463.69,420.442,412.125,463.168,445.567,428.356,435.317,404.339,430.8926
"8817",2,0.7887,-0.756,466.763,446.198,432.057,431.481,442.789,470.378,482.272,455.564,457.684,446.28,453.1466
"8818",3,0.5981,-0.756,328.171,318.691,320.81,356.67,290.272,317.635,273.047,370.224,283.961,333.675,319.3156
"8819",2,-0.4313,-0.756,492.515,450.05,434.886,449.523,474.524,458.035,475.089,454.35,506.37,452.235,464.7577
"8820",3,0.3128,1.1246,300.157,307.484,300.834,339.157,267.654,277.826,242.172,294.478,275.788,330.14,293.569
"8821",2,0.3344,1.1246,377.786,383.379,375.393,390.047,394.784,378.88,390.024,345.676,368.85,368.266,377.3085
"8822",4,-0.4625,-0.756,372.382,415.779,376.2,356.129,389.028,400.477,409.455,353.995,369.401,380.579,382.3425
"8823",2,0.4764,-0.756,424.96,419.819,459.953,381.881,396.621,447.742,458.771,446.568,416.158,390.839,424.3312
"8824",3,0.8941,-0.756,423.263,404.843,401.184,416.734,424.555,418.091,392.414,424.217,428.858,350.667,408.4826
"8825",3,-1.1973,-0.9358,460.866,421.794,420.016,459.484,431.06,441.661,446.127,461.905,426.547,460.887,443.0347
"8826",2,-0.7219,-0.756,341.386,373.361,335.261,322.684,357.432,369.115,340.224,368.512,373.353,326.829,350.8157
"8827",3,-0.2662,-1.1042,356.113,334.248,321.09,385.696,334.646,371.743,367.816,377.158,383.933,382.528,361.4971
"8828",2,-0.254,-0.756,484.329,445.005,497.308,463.354,475.863,507.041,452.019,469.819,443.217,453.763,469.1718
"8829",2,0.2925,1.1246,338.082,319.673,316.993,320.871,277.471,329.453,325.401,390.978,371.639,368.42,335.8981
"8830",3,0.0944,-1.15,252.309,262.782,272.974,287.333,321.111,256.339,302.592,280.089,327.591,274.19,283.731
"8831",3,-0.114,-0.9021,276.682,289.284,323.96,345.124,314.802,290.879,320.786,323.556,300.88,327.17,311.3123
"8832",4,-0.197,-0.756,284.398,279.362,290.163,329.477,243.989,306.567,294.031,263.557,262.311,312.241,286.6096
"8833",3,1.0332,-0.756,382.678,373.058,376.306,342.183,343.246,348.411,386.826,392.843,384.573,400.67,373.0794
"8834",4,-0.4838,-1.4526,398.66,452.673,397.466,413.343,425.318,436.445,397.318,462.611,436.744,454.007,427.4585
"8835",2,0.0052,-1.1042,324.898,354.152,344.408,306.05,323.608,325.226,330.876,337.904,325.273,349.007,332.1402
"8836",2,0.835,-0.756,383.868,365.029,383.19,341.645,389.157,368.498,400.263,355.615,346.268,438.122,377.1655
"8837",2,0.325,-0.756,320.977,336.759,346.415,342.375,267.991,301.612,328.182,364.588,325.324,310.622,324.4845
"8838",3,-0.625,-0.756,360.69,311.545,277.296,320.376,312.231,339.125,270.119,335.859,338.842,331.004,319.7087
"8839",2,-0.6576,1.1246,316.923,378.088,344.562,330.483,349.104,308.166,401.443,368.825,345.076,352.953,349.5623
"8840",2,-0.5003,0.6342,349.245,376.226,371.817,378.405,354.796,339.222,326.919,368.659,382.969,335.466,358.3724
"8841",3,-0.2616,-0.756,321.415,308.131,318.728,318.039,301.906,352.615,328.066,309.965,336.377,275.245,317.0487
"8842",3,-0.0677,-0.756,403.705,375.596,382.575,406.061,399.825,361.987,358.275,369.924,313.774,391.346,376.3068
"8843",2,-0.3506,1.1246,406.5,423.106,385.318,407.359,376.498,420.352,371.427,366.061,396.438,420.519,397.3578
"8844",2,-0.893,-0.756,432.657,455.153,470.595,478.197,467.789,418.877,438.505,461.407,452.91,423.315,449.9405
"8845",2,-2.7157,-0.756,461.434,443.944,463.442,475.364,470.275,452.031,419.327,469.363,459.037,453.927,456.8144
"8846",3,1.0701,-0.756,243.192,261.022,256.228,289.955,250.036,308.248,230.032,309.466,256.514,302.232,270.6925
"8847",3,0.6539,0.6342,297.763,347.874,318.682,318.468,338.114,319.579,313.513,351.761,295.693,342.955,324.4402
"8848",3,-0.7447,0.6942,522.612,477.511,500.764,504.339,482.347,479.58,448.432,523.801,467.51,520.753,492.7649
"8849",4,0.0752,-1.2684,333.239,326.724,346.491,274.906,311.927,352.525,321.318,325.958,304.188,308.485,320.5761
"8850",2,-0.283,0.0877,421.614,447.235,469.295,411.884,445.449,440.844,459.993,446.86,430.757,463.84,443.7771
"8851",2,-0.7656,-1.5326,294.726,326.617,313.816,254.857,271.912,291.584,315.349,279.75,306.125,274.218,292.8954
"8852",3,0.6239,-1.1042,354.298,370.408,381.302,378.979,356.869,371.055,377.452,383.333,360.225,357.744,369.1665
"8853",3,0.2681,1.1246,340.241,348.994,349.189,355.314,353.485,356.904,333.914,364.842,365.009,338.416,350.6308
"8854",3,-0.4495,1.1246,338.988,351,365.655,351.969,352.78,367.63,355.629,328.089,333.512,352.842,349.8094
"8855",2,-0.8786,-0.756,456.397,462.088,445.498,459.628,442.734,470.334,459.538,496.825,485.577,435.983,461.4602
"8856",2,1.1315,-0.756,428.441,334.558,370.54,335.329,363.408,381.598,368.147,343.925,384.516,325.978,363.644
"8857",2,1.2642,0.2852,407.142,424.307,415.671,400.129,397.614,468.619,450.833,384.811,422.961,392.859,416.4946
"8858",3,0.6909,-0.756,407.423,386.636,394.755,414.342,385.881,376.542,391.983,397.226,388.135,416.474,395.9397
"8859",2,1.2012,0.4836,408.755,404.562,386.653,374.956,422.758,389.23,405.59,378.904,374.166,392.805,393.8379
"8860",3,-0.0936,-0.756,292.923,306.684,333.817,321.688,346.043,310.665,347.818,289.64,327.509,335.322,321.2109
"8861",3,-0.5327,1.1246,368.189,391.326,390.432,389.608,390.524,344.184,384.045,395.022,408.329,343.868,380.5527
"8862",2,0.1298,-1.529,476.377,499.7,500.562,439.411,454.675,462.866,430.975,449.771,451.899,427.086,459.3322
"8863",2,0.2989,-0.756,432.272,392.272,436.83,353.911,369.484,409.5,441.379,374.394,407.07,434.393,405.1505
"8864",2,-0.6494,-1.3894,547.248,483.565,529.459,516.404,499.398,554.34,513.133,504.882,507.138,522.649,517.8216
"8865",3,0.2598,-0.756,329.61,355.89,368.998,337.104,329.584,357.493,364.769,368.785,372.131,366.456,355.082
