"","GM","EmoWLE","AmanWLE","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV6MATH","PV7MATH","PV8MATH","PV9MATH","PV10MATH","MATHMEAN"
"8435",3,-0.6959,-1.1042,331.997,300.103,313.167,326.267,301.382,336.575,352.547,272.708,343.159,354.175,323.208
"8436",3,0.6457,1.1246,320.979,326.812,351.09,347.612,300.986,332.433,326.045,331.26,329.421,340.195,330.6833
"8437",2,-0.1387,1.1246,351.407,342.471,408.647,354.654,400.869,377.001,402.748,390.761,392.94,399.186,382.0684
"8438",3,1.1854,1.1246,378.924,376.569,429.229,365.385,326.63,377.076,369.348,379.145,387.458,391.5,378.1264
"8439",3,0.2479,-0.756,384.535,417.292,436.918,387.135,396.727,395.968,430.842,437.16,407.464,429.606,412.3647
"8440",2,-0.5457,-0.756,414.962,507.274,510.24,463.545,457.153,466.069,524.345,475.411,494.781,467.654,478.1434
"8441",3,0.2851,-0.756,382.917,366.418,411.186,406.845,408.164,409.222,449.941,420.181,342.653,432.025,402.9552
"8443",3,-0.4489,1.1246,253.52,309.364,266.061,235.075,242.65,281.738,290.039,238.379,252.268,259.841,262.8935
"8444",3,-0.0289,1.1246,377.268,359.555,363.356,359.222,400.7,409.636,390.957,341.735,361.117,358.528,372.2074
"8445",3,-0.3356,-0.756,381.776,379.741,387.477,408.368,415.673,390.536,403.012,387.421,376.965,405.226,393.6195
"8446",3,-0.5752,-0.756,340.09,320.747,295.055,322.421,318.81,330.739,316.611,307.919,331.579,295.658,317.9629
"8447",3,-0.6701,-0.756,358.959,376.764,369.574,368.745,367.103,346.952,354.979,341.534,384.75,358.548,362.7908
"8448",2,0.2815,-1.1042,592.113,547.377,580.118,507.986,533.989,610.12,512.796,571.855,535.974,551.304,554.3632
"8449",3,-0.3296,-1.306,342.47,346.869,298.231,316.429,322.465,319.379,355.919,328.059,321.654,330.911,328.2386
"8450",2,0.2744,-0.756,493.195,467.766,453.818,547.319,503.344,506.152,475.58,526.925,447.339,526.519,494.7957
"8451",2,-0.1891,-0.756,373.162,371.379,422.598,348.978,401.448,382.995,417.321,354.719,367.683,397.479,383.7762
"8452",3,0.105,-0.039,341.735,386.003,402.985,396.102,356.809,392.373,345.885,366.84,364.287,364.161,371.718
"8453",2,0.274,-0.756,368.353,406.818,400.574,354.355,400.817,371.829,402.823,393.702,404.877,361.252,386.54
"8454",2,-0.0417,1.1246,341.376,373.175,427.352,341.405,357.742,340.71,340.695,389.396,397.302,343.14,365.2293
"8455",3,-0.0341,-0.756,360.436,394.855,391.77,318.843,338.575,397.54,370.11,330.307,374.402,372.399,364.9237
"8456",3,-0.3617,0.6342,336.215,393.919,383.19,367.513,391.815,374.454,395.938,397.71,356.601,379.015,377.637
"8457",3,-0.7062,-0.039,328.906,304.952,285.652,296.489,310.534,339.952,350.143,336.895,309.839,324.831,318.8193
"8458",1,-0.767,0.4417,412.784,454.445,451.93,454.291,450.394,426.674,450.943,427.006,468.828,442.88,444.0175
"8459",2,-0.5864,-1.2589,476.076,470.673,464.589,500.222,494.436,446.629,497.677,475.709,432.745,402.272,466.1028
"8460",3,1.7287,-0.756,348.804,374.362,367.741,375.994,333.864,376.09,337.419,375.495,373.509,363.797,362.7075
"8461",4,-0.1627,1.1246,350.204,411.883,349.646,388.095,363.258,370.462,335.267,375.443,355.642,376.812,367.6712
"8462",3,-1.2779,-1.1042,362.92,373.221,388.301,392.903,415.897,367.902,350.323,361.917,361.146,370.377,374.4907
"8463",1,-0.5274,-0.756,521.551,541.871,516.071,500.347,528.447,526.188,501.87,502.045,495.768,521.853,515.6011
"8464",3,-0.3177,0.4417,414.711,409.871,371.293,381.918,414.323,430.494,389.609,401.047,426.427,378.401,401.8094
"8465",2,-0.1355,-0.756,372.64,392.389,390.033,330.962,372.972,358.15,364.313,361.365,358.927,389.467,369.1218
"8466",3,0.2612,-1.1042,311.348,320.91,334.189,336.627,341.404,304.957,301.137,383.923,308.875,292.345,323.5715
"8469",2,-2.6417,1.1246,473.57,468.234,472.029,453.316,456.291,449.09,452.404,472.042,456.455,425.511,457.8942
"8470",2,-0.1743,-0.756,329.853,308.063,377.006,311.183,346.851,337.953,345.166,293.111,338.967,335.058,332.3211
"8471",3,0.7479,-0.756,374.612,378.728,360.377,394.982,375.311,370.175,352.353,387.397,372.905,353.227,372.0067
"8473",1,0.2482,1.1246,439.781,436.121,456.03,442.762,440.707,410.781,440.542,471.224,434.072,398.938,437.0958
"8474",3,-0.8275,-0.039,426.434,437.259,385.206,423.096,406.722,438.584,430.488,400.944,426.632,458.561,423.3926
"8475",3,0.8062,-0.756,370.038,369.59,339.998,402.909,387.719,328.819,344.081,375.509,318.036,350.437,358.7136
"8476",2,0.7289,1.1246,449.739,458.378,451.988,470.168,445.599,479.936,472.009,476.551,465.233,414.431,458.4032
"8477",3,0.0659,-0.756,328.571,365.972,373.501,347.916,391.634,363.797,382.66,327.97,381.255,342.633,360.5909
"8478",4,0.5322,1.1246,400.066,398.449,406.99,406.576,399.693,408.895,382.715,416.67,429.978,392.563,404.2595
"8479",2,0.656,0.4417,434.699,432.804,432.872,438.769,418.314,421.875,406.348,422.109,464.825,412.986,428.5601
"8480",3,-0.6798,1.1246,363.588,320.429,304.043,306.321,363.398,325.04,352.931,340.665,374.964,339.22,339.0599
"8481",4,-0.8852,0.1413,368.164,384.026,315.307,348.366,390.345,276.898,400.63,384.644,369.376,340.057,357.7813
"8482",3,-0.168,-0.756,344.876,372.311,377.862,343.452,356.686,399.391,395.929,372.324,336.036,341.971,364.0838
"8483",2,-1.2696,-0.756,329.473,353.553,303.947,382.906,340.232,347.374,371.988,371.623,384.036,346.41,353.1542
"8484",3,-0.3146,-0.756,357.026,324.808,393.897,319.187,306.184,290.514,304.433,305.242,324.481,293.373,321.9145
"8485",4,1.1692,-1.15,386.038,384.222,382.428,371.007,345.357,355.322,378.602,380.878,389.306,363.239,373.6399
"8486",3,-0.6343,1.1246,381.424,338.506,332.656,325.65,300.441,351.901,317.111,326.213,354.329,311.349,333.958
"8487",2,-0.8571,-0.756,342.331,308.226,293.084,313.905,302.065,335.977,357.559,318.512,289.941,371.071,323.2671
"8488",3,0.7534,-0.756,440.752,426.867,404.144,436.293,446.908,400.444,476.363,460.824,434.575,455.642,438.2812
"8489",3,-0.7598,1.1246,397.304,413.684,400.127,397.413,418.32,414.624,452.939,420.353,401.977,453.227,416.9968
"8490",3,-0.1652,-0.756,426.562,415.622,407.636,446.037,412.86,399.755,390.284,383.278,400.133,405.654,408.7821
"8492",2,0.5156,-0.756,437.822,474.968,448.718,428.095,480.474,450.189,469.573,489.025,476.696,463.901,461.9461
"8493",3,-0.2951,-0.756,437.982,451.334,477.222,412.296,382.004,456.079,482.55,411.623,465.004,441.218,441.7312
"8494",2,-0.029,-0.756,518.861,529.552,528.939,528.16,558.016,502.785,524.315,566.72,523.811,517.967,529.9126
"8495",3,0.0042,-0.756,366.91,352.979,322.488,374.314,381.881,368.316,380.696,329.421,332.389,329.747,353.9141
"8497",2,-0.7097,-0.756,275.469,285.76,283.44,293.528,307.298,306.387,309.105,336.05,286.568,317.19,300.0795
"8499",3,-2.9831,0.4014,446.043,399.735,389.058,450.063,406.741,410.929,403.749,383.822,411.658,399.173,410.0971
"8500",1,-0.0041,-0.756,548.279,503.675,511.387,533.579,528.92,515.594,520.498,561.711,500.73,558.325,528.2698
"8501",2,-1.4877,-0.756,390.714,373.101,361.187,398.327,338.829,352.503,397.91,389.182,367.347,337.58,370.668
"8502",2,1.0641,1.1246,395.966,425.967,388.397,357.221,359.676,374.486,380.975,412.886,376.695,388.42,386.0689
"8503",4,0.0143,-0.756,379.602,371.599,424.132,398.3,385.945,397.539,421.103,360.232,411.724,369.932,392.0108
"8504",3,-0.7311,-0.756,436.996,406.462,408.722,393.618,409.527,405.75,438.476,422.118,416.692,415.947,415.4308
"8506",2,-0.1905,0.4836,421.055,468.099,423.035,438.313,431.702,404.449,435.862,475.456,396.325,431.964,432.626
"8507",2,1.3546,-0.756,432.664,428.318,476.864,435.498,417.158,374.471,417.825,377.077,440.744,430.54,423.1159
"8509",2,-0.2868,-0.756,320.98,324.516,312.726,273.094,310.432,289.36,325.701,292.169,337.238,309.905,309.6121
"8510",4,0.6905,1.1246,411.203,366.61,414.714,398.552,360.637,357.32,410.984,402.675,349.116,388.927,386.0738
"8511",1,-1.146,0.1413,480.938,546.443,494.345,533.959,564.351,496.945,514.411,488.64,521.932,513.431,515.5395
"8512",3,-0.6707,-1.1042,419.815,359.184,343.37,342.591,382.22,358.923,418.183,380.117,386.283,379.641,377.0327
"8514",2,0.1755,-0.756,395.341,391.492,378.331,368.634,401.166,398.361,383.631,351.038,392.931,409.909,387.0834
"8515",3,0.2093,-0.756,332.778,306.343,262.267,307.627,310.471,347.329,276.414,303.021,279.502,272.83,299.8582
"8516",3,0.201,-0.756,387.129,387.497,354.342,436.644,368.958,367.099,407.249,381.209,444.795,391.193,392.6115
"8517",2,0.6055,-0.756,449.024,429.852,404.427,407.193,415.876,417.501,398.744,433.359,421.075,402.801,417.9852
"8518",3,-0.0214,-0.756,414.455,450.038,393.014,417.255,395.539,458.95,433.488,405.929,423.775,376.42,416.8863
"8520",4,0.4159,1.1246,464.671,461.365,462.446,470.328,405.855,470.201,443.56,434.862,447.306,434.319,449.4913
"8521",2,-0.503,-0.756,437.776,436.943,435.888,446.505,487.316,456.877,462.218,475.614,454.068,479.533,457.2738
"8522",1,-0.3152,1.1246,398.908,382.086,431.527,409.407,403.256,438.243,381.3,427.887,423.313,393.704,408.9631
"8523",2,0.1707,-0.756,378.756,371.862,359.714,353.988,339.181,372.766,320.355,337.648,322.817,305.26,346.2347
"8524",2,0.7805,-0.756,331.52,308.7,334.933,295.288,326.01,349.389,332.523,319.741,348.868,302.198,324.917
"8525",3,-0.2826,-0.756,345.108,408.822,374.602,366.658,372.633,381.258,368.239,379.762,386.432,360.985,374.4499
"8526",4,-0.2058,1.1246,340.119,351.638,339.552,341.556,353.904,306.056,342.296,368.507,256.044,352.786,335.2458
"8527",3,-0.2794,0.1368,417.523,386.211,372.773,405.495,392.592,398.321,439.84,389.126,395.98,347.216,394.5077
"8528",3,-0.5574,-0.756,377.618,369.79,359.386,350.282,347.54,340.96,360.772,351.4,391.525,382.311,363.1584
"8529",2,-0.9268,-0.756,362.43,309.955,393.774,407.197,341.94,351.548,332.853,356.162,362.147,325.617,354.3623
"8530",2,0.2317,-0.756,435.319,458.533,449.97,453.552,464.996,452.353,448.128,450.51,454.819,469.382,453.7562
"8531",2,-0.1477,-0.756,458.73,450.08,483.233,486.482,413.879,438.005,468.504,439.045,476.351,444.008,455.8317
"8532",3,-0.0118,-0.039,343.645,364.086,330.415,406.467,393.097,354.816,324.609,334.329,390.774,369.736,361.1974
"8533",2,-0.4427,-0.0918,311.918,333.629,275.952,317.446,290.824,308.33,327.13,332.616,308.714,275.949,308.2508
"8534",3,-0.0895,-0.756,321.631,282.37,320.661,321.811,342.843,307.074,363.374,356.837,315.582,345.427,327.761
"8535",2,0.1404,-0.756,399.763,437.319,421.498,453.705,444.657,438.816,414.175,431.326,418.877,400.395,426.0531
"8536",1,-0.3349,-0.756,300.07,341.715,302.303,311.443,299.415,294.878,303.263,308.444,305.865,291.031,305.8427
"8537",3,-0.7973,-0.756,397.442,419.057,414.126,397.872,406.961,410.281,421.862,382.141,416.09,434.841,410.0673
"8538",1,-0.8221,-1.7615,367.538,322.365,352.439,372.095,367.366,291.574,330.967,334.404,307.463,327.347,337.3558
"8539",3,-0.6134,0.6942,367.746,333.871,330.102,356.87,361.778,306.063,336.062,327.716,351.229,305.091,337.6528
"8540",3,-0.5661,-0.756,378.402,377.287,362.427,379.615,427.486,388.304,371.849,366.19,372.19,375.695,379.9445
"8541",3,0.2783,-1.1042,277.607,311.213,318.567,349.873,351.396,307.263,360.251,341.648,282.012,274.209,317.4039
"8542",3,-0.0554,0.2435,345.723,335.095,360.759,294.196,352.915,319.17,339.081,315.105,317.707,299.702,327.9453
"8543",3,-0.1647,0.6942,391.589,360.169,376.267,334.9,345.237,358.158,385.929,361.078,367.85,390.677,367.1854
"8545",3,-0.4312,1.1246,233.634,292.445,275.71,290.929,302.327,282.402,274.121,277.614,286.285,297.296,281.2763
"8546",2,-0.0311,-1.7615,323.787,282.708,282.243,295.995,329.14,266.988,333.178,328.653,296.276,328.626,306.7594
"8547",3,-0.3427,-0.756,426.973,428.776,411.663,408.344,453.029,426.88,417.585,397.957,461.326,424.6,425.7133
"8551",2,-0.6862,-0.756,384.507,375.03,387.435,387.694,406.175,389.033,419.01,397.45,436.737,386.778,396.9849
"8552",3,-1.0379,0.6942,526.5,489.628,500.519,500.129,498.659,517.954,477.925,468.609,474.096,474.891,492.891
"8553",3,-0.5156,-0.756,328.72,349.724,294.071,358.667,333.763,314.839,347.477,340.267,336.81,319.321,332.3659
"8554",3,-0.2834,1.1246,228.182,238.157,234.298,264.208,236.307,237.15,204.03,245.658,239.856,259.404,238.725
"8555",3,-0.6766,1.1246,385.742,347.323,312.496,388.849,375.628,360.836,305.334,311.565,338.984,380.637,350.7394
"8556",2,0.4372,1.1246,421.783,456.991,422.516,476.888,475.228,463.786,457.125,460.53,461.051,440.755,453.6653
"8558",3,0.3908,0.1413,426.047,429.86,475.488,453.924,438.555,431.904,472.947,426.411,442.149,433.016,443.0301
"8559",3,-1.1788,-0.756,413.985,411.715,444.905,411.077,426.142,436.711,406.406,491.047,440.715,422.414,430.5117
"8560",3,0.2037,-0.756,450.521,393.273,422.659,388.691,378.62,384.446,395.339,370.606,382.23,339.162,390.5547
"8561",3,-1.7281,0.6942,405.499,358.974,411.515,387.615,383.482,374.097,413.254,351.312,340.793,398.37,382.4911
"8562",3,-2.8087,-1.2589,451.815,482.704,458.345,464.386,455.553,448.289,436.323,453.902,451.948,462.134,456.5399
"8563",2,-0.79,-1.2589,494.292,499.916,473.612,496.297,443.59,455.071,462.578,464.251,473.76,465.173,472.854
"8564",1,0.6449,1.1246,467.615,461.782,467.606,511.918,480.507,428.214,452.401,419.511,431.537,479.654,460.0745
"8566",1,-0.1887,0.4417,513.07,539.434,519.559,543.109,523.372,540.124,513.837,571.787,532.374,516.536,531.3202
"8567",2,-0.281,-0.756,349.038,311.238,340.28,333.239,359.213,319.87,346.262,292.068,325.519,360.208,333.6935
"8568",2,-0.4749,0.4417,499.446,481.763,473.289,505.297,499.058,517.866,478.666,469.465,495.094,468.524,488.8468
"8569",3,-0.6526,0.6942,338.457,368.22,351.983,405.404,380.991,356.239,341.261,425.098,360.543,362.123,369.0319
"8570",2,-0.6009,-1.1042,416.622,409.833,406.289,381.094,390.087,427.625,392.129,412.949,391.967,393.186,402.1781
"8571",2,0.3172,-0.756,305.674,298.587,307.732,296.322,294.479,272.896,297.17,312.897,333.411,269.958,298.9126
"8572",3,-0.2991,0.4938,349.71,369.648,400.114,320.082,307.118,342.046,359.775,367.985,322.043,322.415,346.0936
"8573",4,0.2282,1.1246,434.593,414.623,436.118,371.549,452.385,395.375,382.256,451.465,423.576,455.059,421.6999
"8574",2,1.0423,1.1246,325.605,384.591,345.662,369.109,394.407,371.915,383.392,359.833,381.221,368.811,368.4546
"8575",2,-0.4569,-0.756,473.134,420.999,381.386,410.234,417.799,397.363,412.357,419.442,422.218,422.892,417.7824
"8577",2,0.0463,0.2852,455.476,432.558,418.672,422.029,451.939,418.293,480.009,434.234,463.063,482.452,445.8725
"8578",3,0.3659,-0.756,318.651,329.865,321.033,295.114,294.948,335.372,323.084,307.271,284.18,341.381,315.0899
"8579",2,-0.2053,0.6942,389.674,433.008,415.552,431.158,426.002,391.648,390.936,405.507,404.531,413.857,410.1873
"8580",2,-1.3483,1.1246,274.281,354.541,326.552,327.587,345.694,324.009,347.844,365.212,314.687,316.712,329.7119
"8581",3,-0.0707,0.4417,312.931,293.927,316.041,348.982,289.612,250.855,324.97,330.309,323.283,333.314,312.4224
"8582",2,0.0254,-0.2044,462.728,506.734,529.058,495.91,517.618,517.726,510.165,511.425,518.393,522.114,509.1871
"8583",3,0.4055,-0.756,467.921,376.24,385.233,383.996,351.396,425.683,358.205,411.896,322.861,331.233,381.4664
"8584",4,-0.4907,-0.756,407.326,401.342,370.878,428.784,386.743,383.15,422.724,382.666,435.661,405.334,402.4608
"8585",2,0.3103,-0.756,402.727,353.483,347.757,346.668,410.01,360.395,352.126,376.28,338.915,358.853,364.7214
"8586",4,0.2371,-1.2649,388.021,307.832,311.904,334.17,319.576,325.654,342.517,390.174,361.723,351.466,343.3037
"8587",3,-0.0735,0.6342,489.113,466.703,469.355,486.366,470.817,473.801,498.729,466.493,479.334,494.811,479.5522
"8588",3,-0.7742,-0.756,475.912,493.709,452.979,491.387,480.971,461.889,476.113,477.387,492.179,463.083,476.5609
"8589",2,-0.6839,0.4417,412.543,406.544,404.179,383.884,417.469,388.088,364.74,380.37,391.03,380.873,392.972
"8590",3,-0.6873,-0.756,364.191,392.111,352.168,403,405.918,409.009,363.866,361.826,412.029,402.422,386.654
"8591",2,-0.0407,1.1246,315.007,325.173,396.837,293.482,321.275,275.204,301.928,333.076,304.866,312.902,317.975
"8592",4,-1.3013,-0.756,366.558,379.931,333.532,406.531,368.941,362.744,359.08,401.958,375.44,389.879,374.4594
"8593",1,0.988,-1.5644,295.375,325.585,325.408,358.077,335.691,350.718,325.94,346.164,313.397,320.144,329.6499
"8594",3,-0.7292,-0.756,324.093,311.014,323.917,311.2,321.666,313.11,325.377,320.171,348.978,337.282,323.6808
"8595",3,0.0659,-0.756,426.997,386.134,418.947,416.082,334.411,439.384,342.199,423.746,392.189,377.46,395.7549
"8596",3,0.1121,-1.7525,324.852,299.88,324.718,336.261,255.845,318.983,350.855,310.747,318.638,298.915,313.9694
"8597",4,0.7528,0.3308,281.859,290.221,328.996,221.295,286.502,319.315,292.047,267.028,317.637,309.333,291.4233
"8598",3,0.4847,-0.756,306.122,329.088,323.033,319.479,312.033,283.38,314.918,284.236,281.81,272.05,302.6149
"8599",2,-0.6162,1.1246,342.296,273.109,261.812,299.089,298.172,274.111,307.321,292.198,299.408,283.014,293.053
"8600",2,0.5432,1.1246,344.542,360.921,344.565,334.714,367.19,337.957,300.793,373.527,389.805,365.734,351.9748
"8601",2,0.559,0.6942,472.923,448.771,433.809,455.164,455.919,449.792,464.907,439.942,422.219,425.805,446.9251
"8602",3,0.8158,-1.3019,335.78,312.358,320.955,340.947,312.284,345.378,315.188,313.176,371.739,351.691,331.9496
"8603",3,-0.636,-0.756,341.435,370.746,395.985,353.903,391.939,361.763,374.365,382.352,412.657,359.159,374.4304
"8604",4,0.287,-0.756,349.996,381.075,380.944,320.436,338.404,323.378,363.96,349.228,347.029,326.553,348.1003
"8605",3,-0.0028,-0.756,255.135,280.323,311.793,343.238,284.628,323.626,332.58,304.553,273.202,306.713,301.5791
"8606",4,0.1731,1.1246,394.067,447.084,375.94,435.183,370.651,389.272,353.256,370.429,385.261,380.15,390.1293
"8607",3,-0.5421,-0.756,359.687,361.175,355.374,359.315,322.921,374.162,352.462,325.611,331.587,333.758,347.6052
"8608",2,-0.6912,-1.1042,330.512,351.798,315.317,325.994,339.44,335.568,333.315,307.14,335.753,330.308,330.5145
"8609",2,-0.0882,-0.756,336.574,378.087,412.469,363.479,374.149,387.284,403.323,367.78,356.779,325.346,370.527
"8610",3,0.7747,-0.756,243.457,265.11,270.867,293.482,309.851,318.844,297.72,219.331,274.139,319.044,281.1845
"8611",3,-0.5694,0.4417,426.427,447.279,423.953,420.318,443.463,443.373,439.568,398.422,427.854,414.236,428.4893
"8612",3,0.082,-0.756,305.35,332.893,319.608,307.519,331.506,341.528,326.066,379.13,294.156,364.23,330.1986
"8613",2,-1.3843,-0.756,458.604,440.736,423.824,401.947,446.69,479.836,419.004,454.721,432.208,401.954,435.9524
"8614",3,-0.4713,-0.756,423.206,415.862,429.31,378.168,397.081,464.127,436.359,455.726,412.193,412.656,422.4688
"8615",3,0.5538,1.1246,387.436,383.504,374.259,375.44,365.908,367.759,391.267,380.856,419.29,372.934,381.8653
"8616",3,0.4416,-0.756,350.638,280.901,248.763,309.747,325.851,356.664,320.265,375.852,361.829,351.266,328.1776
"8617",3,-0.7191,1.1246,383.935,376.875,365.412,365.188,335.828,345.223,343.188,298.618,368.086,350.505,353.2858
"8618",1,1.012,1.1246,446.274,438.212,449.641,439.576,434.46,438.692,433.564,447.229,391.344,397.103,431.6095
"8619",2,0.0361,-0.756,269.089,225.12,216.692,247.043,169.052,266.774,205.421,300.308,258.15,238.889,239.6538
"8620",3,-0.0553,-0.756,445.638,473.049,509.452,474.751,443.217,499.044,448.644,477.978,478.685,476.737,472.7195
"8621",2,-0.2748,-0.756,405.882,413.83,449.047,432.106,418.195,443.089,419.755,422.438,412.818,394.136,421.1296
"8622",2,-0.0944,-0.756,430.573,411.162,396.947,431.033,425.137,426.859,448.59,415.102,435.427,395.72,421.655
"8623",2,-0.4078,-0.756,405.841,405.891,374.827,386.117,408.744,404.312,418.047,411.934,416.488,416.051,404.8252
"8624",3,0.3377,-0.756,421.128,445.069,431.791,463.102,466.256,447.542,410.653,459.071,407.808,462.628,441.5048
"8625",3,-0.0809,-0.756,271.169,322.608,295.731,317.848,286.802,305.015,273.248,291.857,298.513,272.572,293.5363
"8626",4,-0.1232,-0.756,438.045,442.824,466.348,440.425,461.718,437.896,478.446,461.913,466.04,475.141,456.8796
"8627",2,-0.4945,-1.0927,435.847,475.348,453.307,491.458,430.835,461.149,463.499,451.965,444.372,475.91,458.369
"8628",2,-0.119,0.2852,425.307,412.075,424.566,424.437,493.606,441.995,428.495,427.482,442.919,426.875,434.7757
"8629",4,0.0312,-0.756,452.515,461.325,449.338,453.182,442.558,490.617,479.607,443.393,475.286,458.002,460.5823
"8631",3,0.5649,-0.756,359.651,385.996,388.041,366.185,372.898,382.286,398.361,348.201,386.748,341.001,372.9368
"8632",3,-0.191,-0.756,338.727,317.736,323.874,393.608,286.165,343.904,323.702,341.915,314.596,301.392,328.5619
"8633",3,-0.9975,-0.756,464.473,457.485,435.978,421.912,405.925,432.091,469.053,432.104,446.322,419.131,438.4474
"8634",3,-0.0758,-0.756,383.441,367.132,337.889,419.625,385.751,413.155,366.233,359.588,359.297,335.527,372.7638
"8635",2,-0.0668,1.1246,341.535,296.086,305.598,286.785,318.73,358.439,342.824,342.283,322.587,290.578,320.5445
"8637",4,0.733,1.1246,469.283,504.56,479.224,456.451,514.359,497.016,498.377,438.556,490.064,463.549,481.1439
"8638",1,2.7594,1.1246,405.68,437.017,446.425,435.935,416.074,430.768,432.595,420.988,413.432,426.861,426.5775
"8639",3,0.2777,1.1246,394.481,392.51,426.905,437.098,406.565,399.438,412.327,426.037,441.093,429.235,416.5689
"8640",3,-0.1834,0.4361,350.081,369.979,298.05,265.593,287.912,334.032,327.091,340.395,306.592,327.147,320.6872
"8641",2,-0.954,-0.756,453.4,463.252,434.971,415.63,414.859,470.847,439.167,421.084,426.254,405.245,434.4709
"8642",2,-0.6343,-1.1042,375.073,405.838,334.786,370.403,418.774,352.724,370.423,420.261,346.643,372.27,376.7195
"8643",3,-2.5687,-0.756,357.683,325.576,357.284,327.999,352.333,349.804,369.67,348.814,376.444,361.481,352.7088
"8644",4,-0.8068,0.4417,384.972,400.674,430.972,389.239,419.452,409.801,421.293,414.628,408.457,428.74,410.8228
"8645",3,-0.8777,1.1246,381.461,390.964,385.534,356.914,366.633,350.992,380.338,373.579,354.043,372.321,371.2779
"8646",4,-1.5703,1.1246,433.84,399.443,410.194,423.707,423.08,450.838,391.997,404.642,440.636,412.017,419.0394
"8647",3,-0.5879,-0.756,340.553,295.959,331.545,383.293,341.153,374.987,351.522,329.859,347.535,367.961,346.4367
"8648",3,0.7658,-0.756,311.895,320.731,275.131,320.59,320.477,327.136,282.036,330.19,343.209,347.444,317.8839
"8649",3,-0.42,0.4836,371.356,373.786,389.469,385.012,404.482,354.157,361.078,370.914,388.992,382.44,378.1686
"8650",3,0.0642,-0.756,438.397,416.396,383.123,445.772,369.854,420.777,340.619,406.91,407.142,382.594,401.1584
"8651",3,-1.8543,0.1413,428.914,410.437,446.63,466.455,409.267,433.651,401.171,428.336,457.807,369.321,425.1989
"8652",4,-0.8102,-0.756,339.828,315.069,324.534,336.096,333.524,333.154,405.624,369.689,332.259,358.96,344.8737
"8653",3,0.01,-1.15,347.633,333.169,336.669,395.265,380.049,330.429,367.717,330.371,342.066,368.436,353.1804
"8654",1,0.7478,1.1246,461.02,420.901,474.514,447.493,429.25,424.897,445.365,462.404,431.595,450.029,444.7468
"8655",1,0.0867,-1.2684,422.469,392.638,385.615,359.579,373.38,360.971,325.211,345.518,383.4,393.111,374.1892
"8657",2,-0.1483,1.1246,348.075,390.617,395.972,411.221,385.12,370.467,386.791,385.148,382.668,366.423,382.2502
"8658",3,-0.5374,-0.756,388.33,360.124,393.031,384.664,365.773,392.581,411.436,347.685,396.505,398.046,383.8175
"8659",1,0.1179,0.2506,321.21,341.133,314.409,297.055,277.252,329.619,340.821,282.183,346.184,301.34,315.1206
"8660",3,0.3613,-0.756,331.126,373.196,348.865,341.715,352.157,354.215,368.228,356.045,387.954,356.799,357.03
"8661",2,0.0049,0.4417,356.84,367.791,393.552,399.574,394.389,357.99,400.646,390.566,348.4,388.827,379.8575
"8662",2,0.164,-0.756,406.928,420.817,384.441,447.557,423.635,373.339,419.116,417.173,369.032,421.373,408.3411
"8663",3,-0.8866,0.0877,388.141,333.886,433.271,413.513,365.448,362.25,382.881,333.086,346.922,389.845,374.9243
"8664",2,-0.3143,-0.756,427.429,367.069,426.981,410.985,381.736,412.403,368.888,371.576,425.832,397.495,399.0394
"8665",2,-0.1545,-0.756,296.231,334.476,295.842,350.69,305.807,307.888,363.887,328.764,330.3,323.23,323.7115
"8666",3,-0.5295,1.1246,399.412,400.968,435.184,398.993,420.873,375.708,408.084,408.903,395.601,385.732,402.9458
"8667",3,-0.3478,-0.756,376.414,350.947,367.765,355.907,366.558,366.819,346.387,400.434,356.983,353.96,364.2174
"8668",2,-0.4646,-0.756,381.632,396.525,367.416,368.028,384.423,375.056,402.506,420.112,362.435,408.894,386.7027
"8669",2,-0.1976,1.1246,428.286,428.714,434.795,412.086,451.075,437.241,412.598,407.955,426.726,453.725,429.3201
"8670",4,0.2123,1.1246,296.377,299.7,290.199,299.306,314.861,333.031,302.918,354.938,295.794,330.578,311.7702
"8671",3,-0.4463,-0.756,365.715,348.798,352.243,373.56,317.052,400.451,338.468,333.407,330.747,311.607,347.2048
"8672",2,0.9003,0.2802,361.074,298.846,272.777,293.554,338.301,326.958,315.089,320.046,306.912,361.891,319.5448
"8673",4,-0.7097,-0.756,385.053,368.768,354.657,383.565,350.054,390.057,397.31,390.116,356.682,391.639,376.7901
"8674",2,0.078,-1.0523,425.774,502.918,465.654,468.361,457.06,463.016,464.082,440.882,462.457,446.842,459.7046
"8675",3,-0.0183,-0.756,363.073,351.677,338.929,376.708,385.084,378.501,348.781,403.957,369.541,333.055,364.9306
"8676",1,-0.1602,-1.3825,330.758,361.594,343.727,348.316,317.661,306.223,309.834,315.768,292.852,326.104,325.2837
"8677",3,-0.4911,-0.756,322.074,343.235,311.974,305.941,311.428,333.883,267.431,320.242,340.049,338.436,319.4693
"8678",3,0.7948,-0.756,418.632,400.503,385.664,440.672,424.849,385.046,439.475,432.022,390.464,402.063,411.939
"8679",2,0.3207,-0.756,412.294,349.958,312.244,409.21,388.895,350.503,397.753,399.092,343.763,360.142,372.3854
"8680",1,-0.798,-0.756,453.064,433.203,405.035,410.053,435.596,434.748,429.303,422.374,423.031,408.195,425.4602
"8681",3,0.4167,1.1246,368.559,408.713,333.411,366.53,329.575,321.654,319.403,346.854,360.89,370.407,352.5996
