"","Kecemasan","GM","Emosi","Aman","MATHMEAN"
"1004",2,3,-0.4792,1.1246,353.3436
"1007",6,2,-0.1975,-0.756,432.0194
"1008",6,3,0.9374,1.1246,302.4424
"1010",4,2,0.3744,-0.756,343.4587
"1011",4,3,-0.7245,1.1246,469.277
"1012",4,4,-2.8882,1.1246,356.642
"1013",6,3,-0.5261,1.1246,414.4974
"1015",2,3,-2.6008,-1.6365,373.2155
"1016",4,3,-0.0062,0.4836,408.9666
"1018",2,3,-0.0409,-0.756,352.2844
"1020",5,2,-0.2456,-0.756,318.3584
"1021",5,4,-0.6031,-0.7863,351.2327
"1023",3,2,-0.5035,1.1246,392.9725
"1024",4,3,0.2042,-0.756,402.2156
"1026",5,2,-1.0693,-0.756,490.0017
"1027",5,2,-0.153,-0.756,473.659
"1028",6,2,-0.2438,1.1246,644.7597
"1031",4,3,-0.3628,0.4417,309.3476
"1032",4,2,0.1171,-0.756,501.0962
"1034",5,2,-0.5517,0.3308,352.9805
"1036",4,2,-0.225,-0.756,323.0304
"1040",2,3,-0.7831,1.1246,335.1673
"1041",5,3,-0.3471,-0.756,449.8662
"1042",3,3,-0.6132,1.1246,304.2547
"1043",4,3,0.0035,-1.1042,367.4863
"1044",4,3,-0.3143,-1.1042,341.2658
"1045",5,2,0.4022,-0.756,530.8807
"1046",4,2,0.0015,0.4014,368.3746
"1048",4,3,-0.3663,1.1246,309.3882
"1049",7,3,-0.0728,-0.0918,354.5501
"1050",6,3,-0.0712,1.1246,401.4877
"1051",4,3,0.0035,-0.756,386.9246
"1052",4,3,0.1392,-0.756,283.5228
"1056",3,3,0.0361,-0.756,336.0326
"1057",2,2,0.3385,-0.756,408.4445
"1060",4,4,0.1072,0.6942,347.3443
"1063",2,3,-1.5203,1.1246,456.4266
"1066",4,3,-0.6766,-0.756,309.7594
"1068",5,2,0.1471,0.6942,462.1068
"1071",3,4,-2.9027,-1.7615,348.3853
"1072",2,4,-1.6554,-1.15,344.3852
"1073",4,1,-5e-04,0.6942,342.7096
"1074",6,3,-0.6824,-0.9021,451.2381
"1076",2,3,0.3724,1.1246,319.6284
"1079",2,3,-1.7321,0.2485,380.2829
"1080",6,2,0.1363,0.1413,283.755
"1081",4,3,-0.0955,-0.756,323.5537
"1083",2,4,0.7717,0.6942,344.5171
"1084",3,3,0.0259,-1.15,297.8873
"1085",2,4,-2.6235,-0.1051,404.294
"1086",3,2,-0.121,-0.756,395.7025
"1087",2,2,-0.5951,-0.756,347.429
"1089",7,3,0.4003,1.1246,307.6478
"1091",2,1,0.281,0.1413,284.0104
"1092",3,3,-0.4953,0.6942,413.0579
"1099",4,3,-0.2334,-0.756,391.5442
"1101",4,3,-1.0053,-0.039,370.3125
"1102",4,3,-0.504,0.4417,340.4262
"1104",4,1,-0.2402,1.1246,463.0105
"1105",6,2,0.1406,-0.756,367.3614
"1106",4,2,-0.6219,-0.756,325.5799
"1108",5,3,-2.7597,-1.2589,461.887
"1109",6,3,1.5548,1.1246,491.21
"1110",2,2,0.2149,0.6342,538.6181
"1111",6,3,-0.0938,-0.756,324.5966
"1112",4,2,-0.0697,-0.756,441.2654
"1114",4,2,-0.4369,0.4417,355.9785
"1117",6,2,-0.3257,-0.756,376.6911
"1118",6,4,-0.2027,1.1246,403.8595
"1119",5,3,-0.0434,-0.756,387.6282
"1121",5,4,-0.3761,-0.756,394.5959
"1122",4,3,-0.3295,1.1246,421.3911
"1125",4,3,-0.1923,-0.756,370.0328
"1127",2,2,-0.7509,1.1246,449.3181
"1128",2,4,-1.2502,1.1246,383.706
"1129",3,3,-1.8466,-0.756,360.368
"1130",3,3,1.1531,1.1246,322.2438
"1132",3,4,-1.1771,-1.8583,307.6809
"1138",6,4,0.5079,-0.756,389.9481
"1139",4,4,-0.5373,-0.756,394.0579
"1140",4,3,-0.7409,-0.756,429.797
"1141",6,3,-0.6251,-0.756,310.638
"1143",4,3,-0.8045,-0.0323,475.3851
"1144",4,1,0.245,1.1246,412.9926
"1145",3,2,-1.8736,-0.756,542.0098
"1148",2,2,-0.8132,-0.756,375.9016
"1149",3,3,-0.5336,-1.5326,335.8823
"1150",6,3,0.4876,1.1246,319.6529
"1153",4,3,-0.1305,1.1246,348.2005
"1155",8,1,2.7121,0.1329,356.5552
"1157",5,3,-0.9378,-0.756,509.163
"1158",3,1,0.4118,-1.7615,251.4995
"1160",4,3,-0.7434,-0.756,322.3817
"1162",4,3,0.2935,0.1368,323.3745
"1163",5,2,0.4665,1.1246,316.8329
"1164",4,2,-0.5295,-0.756,444.3545
"1165",4,3,0.0192,-0.756,327.6545
"1170",7,3,-0.7522,0.6342,400.8289
"1171",4,2,-0.0099,-0.756,312.1202
"1172",4,1,-1.603,-0.039,438.3221
"1173",4,4,-0.3088,-0.039,367.0219
"1176",4,2,-0.067,0.1413,455.1381
"1177",6,3,0.4711,1.1246,300.4569
"1178",3,3,-1.323,0.6342,446.7835
"1180",3,3,-0.3322,1.1246,433.4705
"1181",4,3,0.069,-0.756,413.5962
"1184",6,2,0.6712,-0.756,485.2734
"1186",4,3,-0.1755,1.1246,429.921
"1187",3,2,-0.3127,-0.756,375.994
"1190",5,4,0.5114,1.1246,378.6915
"1191",5,3,0.3786,-0.756,421.4207
"1192",4,3,-0.037,-0.756,304.1841
"1193",4,2,-0.6487,-0.756,386.0955
"1199",4,2,0.0312,-0.756,484.0274
"1200",4,3,-0.5197,1.1246,400.5967
"1202",5,3,0.3538,1.1246,529.3039
"1204",4,3,-0.4422,-0.756,401.4079
"1210",4,3,0.6235,-1.0523,416.7761
"1213",4,3,0.3601,-1.5063,322.856
"1214",5,3,0.3543,-0.756,394.6309
"1215",5,4,0.2765,-0.756,258.6858
"1216",4,2,0.6594,1.1246,405.4409
"1217",4,2,0.0634,-0.756,554.5992
"1218",2,2,-0.4171,1.1246,366.5799
"1219",2,2,-0.8045,-0.756,351.4562
"1221",3,2,-0.0182,-1.6365,334.7509
"1223",4,1,1.3042,-0.0918,285.9331
"1224",8,3,-1.403,1.1246,295.6908
"1225",2,3,-0.1689,-0.756,360.4288
"1226",4,2,0.0483,-0.756,377.1064
"1228",2,2,-0.954,0.2485,407.9718
"1229",5,2,-1.2503,1.1246,470.8677
"1230",4,1,0.6598,-1.1042,518.9514
"1231",4,3,-0.7333,-0.756,348.856
"1232",2,1,-2.8249,1.1246,418.8833
"1233",4,3,-0.3166,-1.1042,392.4957
"1236",2,1,1.5778,0.4836,339.1107
"1237",4,2,-0.1819,-0.756,417.1818
"1241",5,3,0.1942,1.1246,364.6967
"1245",3,2,-0.3283,-0.756,495.9632
"1246",5,1,0.6819,1.1246,552.4714
"1248",4,2,-0.1823,-0.756,324.0597
"1249",4,3,-0.3154,-0.756,457.1607
"1250",4,3,-1.4751,-0.756,376.3896
"1256",5,2,-0.5655,-0.0918,484.4573
"1257",5,3,-0.6526,-0.0918,334.7224
"1259",4,2,-0.8988,-0.756,354.2286
"1261",4,3,-0.1978,-0.756,468.5959
"1263",3,2,-2.24,-0.756,360.5526
"1264",4,3,-0.6327,-0.756,381.0647
"1265",5,3,-0.5995,-0.756,381.7657
"1266",3,2,-0.0751,-0.756,352.5331
"1269",4,3,-0.637,-0.756,306.9075
"1271",4,3,0.103,-0.756,317.3142
"1273",4,3,-0.188,-1.224,338.0146
"1274",4,3,0.8647,-0.756,382.6653
"1276",2,2,-0.292,-0.756,461.5227
"1277",2,2,1.0414,-0.039,491.8374
"1281",6,1,0.05,1.1246,554.2097
"1283",2,3,-0.6998,1.1246,298.8717
"1284",4,3,-0.6242,0.4417,386.4695
"1285",6,1,0.6087,-0.756,433.7562
"1287",4,3,0.0392,-0.756,272.7603
"1288",4,3,-0.1316,1.1246,387.869
"1290",4,3,-0.3026,1.1246,334.9007
"1291",5,4,-0.4387,-0.756,443.4122
"1293",4,3,-0.5835,-0.756,398.3869
"1294",3,3,-0.6811,1.1246,346.6648
"1296",4,3,-0.5798,-1.5326,372.5475
"1297",6,2,-0.0123,-0.756,358.4777
"1298",4,3,-0.6798,-0.756,296.7532
"1299",4,3,0.3832,0.4417,478.0556
"1305",3,2,-0.3142,-0.756,510.191
"1307",6,2,0.13,1.1246,400.523
"1308",4,3,0.482,-0.0918,319.5876
"1309",2,3,0.2096,0.2852,337.9474
"1310",5,3,1.1851,-1.3019,272.6292
"1312",3,2,0.1677,-1.4286,244.8578
"1314",4,3,-0.2737,1.1246,416.1439
"1315",6,3,-0.5326,-0.756,357.4944
"1317",4,3,-0.5769,-0.756,316.9265
"1319",4,1,1.1635,0.6942,277.7778
"1320",2,2,0.6735,-0.039,552.7747
"1322",4,2,-0.1185,-0.756,393.261
"1324",4,3,-0.0636,1.1246,285.0314
"1326",3,4,-0.8972,-0.1051,411.9225
"1327",3,3,-0.9691,1.1246,357.9857
"1330",3,3,-0.2068,-0.756,431.166
"1331",7,3,0.1602,-0.756,273.0096
"1332",6,4,1.217,1.1246,356.3926
"1333",7,3,-0.7638,-0.756,322.1799
"1334",2,4,1.2714,1.1246,311.4067
"1339",3,3,0.6682,1.1246,373.3747
"1340",2,3,-0.0028,-1.3894,259.373
"1341",4,2,-0.4293,0.1413,291.1165
"1343",4,2,-0.6857,-0.756,363.0542
"1345",4,3,-1.0125,0.6942,338.517
"1346",6,2,-0.0479,-0.756,550.3874
"1347",4,4,-0.4886,1.1246,326.1314
"1348",6,3,-0.1571,1.1246,365.5626
"1352",5,3,-0.6688,0.4417,300.5965
"1353",4,3,-0.2886,-0.756,343.3724
"1354",4,2,-0.0379,0.1368,514.0821
"1355",3,3,-1.0559,1.1246,312.7843
"1358",2,1,-0.8212,-0.756,408.2538
"1360",4,3,-0.561,-0.756,256.9985
"1362",2,4,-0.9439,-0.3283,313.8939
"1363",4,4,-1.3967,1.1246,355.9199
"1366",5,2,-0.7345,-0.756,439.805
"1369",5,3,-0.0321,-0.756,377.4285
"1372",4,3,-0.0048,-1.1042,370.8487
"1374",4,3,-0.019,-0.756,358.3458
"1375",5,2,-0.1852,0.3308,502.4518
"1376",6,2,-0.0592,-0.756,455.4338
"1377",8,3,-0.4474,0.4417,391.5248
"1379",5,2,-0.2004,0.6942,471.5106
"1380",4,2,0.3771,-0.756,426.9517
"1382",2,3,0.4666,-0.756,368.9057
"1383",2,1,1.0169,1.1246,285.6294
"1385",6,1,-0.6688,-1.1042,268.4349
"1388",4,3,-0.1679,-0.756,372.8006
"1389",5,2,0.4416,-0.756,383.0231
"1390",5,3,0.037,1.1246,530.4567
"1391",4,2,0.0502,0.4417,359.0809
"1392",6,3,-0.2828,1.1246,403.1039
"1395",5,2,1.2726,1.1246,288.7783
"1396",5,4,-1.4673,-0.756,290.087
"1398",3,2,-1.5433,-1.1042,454.0438
"1400",2,3,-1.6173,-0.756,513.324
"1404",6,3,0.4078,1.1246,281.4937
"1405",4,3,-0.5633,-0.756,329.6429
"1406",4,3,-0.3172,-1.1042,419.847
"1407",8,3,0.1749,-0.756,338.426
"1408",4,2,0.0498,1.1246,386.5826
"1411",6,2,0.3732,-1.306,316.0759
"1414",3,3,0.4442,-0.756,371.4852
"1415",4,4,0.9589,-0.756,403.4733
"1416",4,3,-0.6273,-0.756,340.2734
"1417",2,1,0.6513,1.1246,274.1864
"1418",8,4,0.7506,-0.039,400.9399
"1419",4,3,-0.5616,-0.756,311.6646
"1420",4,3,-0.2145,-0.756,356.456
"1421",4,4,-0.8504,1.1246,398.5139
"1423",4,2,-0.219,-1.15,302.3009
"1424",2,3,-0.9384,-0.756,316.3432
"1425",4,3,-0.4538,0.4417,399.9968
"1427",2,3,-0.5793,-0.756,356.3574
"1428",4,1,0.1183,1.1246,320.2682
"1430",2,1,-1.9065,1.1246,445.3112
"1432",2,3,-0.2013,1.1246,380.5704
"1433",6,4,0.1194,0.4417,414.5095
"1435",5,1,0.4867,0.4417,450.2986
"1437",4,3,0.5126,-1.15,359.2856
"1438",7,3,-0.2985,0.4417,358.9105
"1439",4,1,-0.1788,0.3308,517.3197
"1441",2,2,-0.7373,-0.756,431.2346
"1443",5,3,-0.0114,-0.756,355.1586
"1446",2,3,-0.3141,0.0877,449.0593
"1448",4,3,0.2085,-1.1042,384.1805
"1453",4,2,-0.3592,-0.756,403.3494
"1458",4,3,-0.636,-0.756,390.0643
"1459",2,2,-0.0321,-0.039,430.6914
"1461",4,3,0.5479,-0.039,322.6742
"1464",2,4,0.1619,-0.9117,462.8432
"1465",5,1,0.4303,1.1246,392.5699
"1468",4,3,-0.6615,-1.1042,285.1875
"1469",4,3,-0.6731,-0.756,329.6425
"1470",6,2,0.3207,-0.756,465.7689
"1472",4,3,-0.072,-1.0523,368.3923
"1473",4,3,-0.2934,-0.756,394.7126
"1474",4,3,-0.2315,-0.756,439.5145
"1475",2,3,-0.0538,1.1246,385.0809
"1476",6,3,-0.3063,-1.4563,323.0374
"1477",6,2,0.7082,-0.039,416.5
"1478",4,3,-0.2714,0.4417,351.9437
"1480",7,3,-0.0015,1.1246,326.9424
"1481",2,1,1.643,1.1246,305.3121
"1482",5,2,-0.0491,-0.756,449.1456
"1483",4,3,-0.7172,-0.756,418.844
"1484",2,3,-0.1597,1.1246,352.2844
"1485",4,2,-0.1629,-0.756,388.068
"1486",3,4,-0.9896,-0.039,440.9634
"1487",6,2,0.0636,0.1368,356.1922
"1489",3,2,0.8423,1.1246,441.3661
"1490",2,1,-0.4064,-0.756,297.7775
"1491",4,2,0.0343,-0.756,362.3933
"1493",5,3,0.9691,1.1246,382.1669
"1494",6,3,0.5738,1.1246,361.1514
"1497",4,3,0.0116,-1.15,369.0182
"1498",6,2,-0.2671,1.1246,356.9363
"1500",6,2,0.2583,-0.756,498.1265
"1504",4,3,-0.2101,-0.756,409.2207
"1505",7,3,-0.3594,-2.7886,336.0774
"1506",4,4,-0.7197,0.1368,327.6948
"1507",4,3,-0.4159,-0.756,414.422
"1509",5,1,1.0576,1.1246,388.9221
"1510",6,3,0.4633,0.4417,418.5324
"1511",4,3,-0.7638,-1.1042,417.8653
"1513",2,2,0.585,-0.756,388.6496
"1514",5,3,0.054,-0.756,331.398
"1515",3,3,0.0929,1.1246,316.8285
"1516",4,2,-0.2357,-0.756,483.4847
"1518",5,3,0.0035,-1.1042,409.7979
"1519",4,3,-0.2946,-0.756,356.0969
"1525",6,3,0.6212,-1.3019,473.5456
"1527",3,3,-0.3551,-0.756,339.7563
"1530",6,3,0.4076,0.4417,349.2779
"1532",4,3,-0.2665,-0.039,457.7293
"1534",4,3,0.0547,0.2852,374.9087
"1535",4,3,-2.3757,-0.039,373.4696
"1536",6,4,-0.7475,-1.9603,317.6692
"1537",7,1,2.1305,1.1246,356.1173
"1538",4,4,-0.3065,0.4938,470.151
"1539",3,3,0.2762,-0.756,432.0195
"1543",4,3,-0.634,0.6942,337.9168
"1545",6,3,-0.3189,1.1246,376.0604
"1546",6,3,0.5897,-0.756,356.0697
"1547",4,2,0.0563,-0.756,462.8151
"1548",4,2,0.8364,-0.3283,292.8848
"1553",6,2,0.1513,-0.756,332.6023
"1556",3,2,-0.5679,-0.756,466.3825
"1557",6,2,0.0555,0.4417,435.7742
"1559",4,3,1.1422,1.1246,335.8214
"1561",4,3,-0.0321,-0.756,314.1623
"1562",6,3,0.0966,1.1246,463.6958
"1563",5,3,0.2482,-1.1042,335.2969
"1564",6,3,-0.8828,-0.756,328.9043
"1565",5,2,-0.1744,1.1246,389.6116
"1566",4,2,0.1111,-0.756,409.1476
"1571",2,4,-1.8424,-1.1042,371.1716
"1573",2,3,-1.8581,0.4836,373.9959
"1574",2,3,-0.3478,-0.756,364.6323
"1575",3,1,-1.0072,1.1246,286.5986
"1577",4,3,-0.737,-0.756,342.0611
"1580",4,3,0.0506,-0.756,346.7985
"1582",2,4,-0.7388,-0.2044,373.156
"1584",5,3,-1.2275,-0.756,425.7374
"1585",4,2,0.702,0.1413,348.5729
"1586",4,3,0.131,-1.1042,364.5593
"1588",4,3,0.2121,-0.756,358.7324
"1590",2,1,0.5461,1.1246,352.5326
"1592",4,3,0.531,-0.756,309.5053
"1593",4,4,-0.2969,0.1413,451.9207
"1594",2,1,-0.3468,0.6942,400.667
"1595",2,3,-0.7373,-1.4563,446.6574
"1596",5,4,-0.4052,-1.4563,320.1303
"1597",5,3,0.2333,1.1246,403.4296
"1598",4,3,0.4654,-0.756,346.0002
"1599",4,3,0.0358,1.1246,405.8114
"1600",4,3,-0.8164,-0.756,315.4525
"1601",4,2,0.1139,0.6942,434.8964
"1602",4,3,-0.1477,-0.756,391.6525
"1603",5,2,0.1093,0.6942,421.3208
"1604",2,2,-2.3015,-0.756,456.5313
"1605",4,3,-0.4377,-0.756,282.0459
"1606",6,3,0.8061,1.1246,388.4812
"1608",4,2,-0.1158,-0.756,477.6909
"1609",5,1,0.054,-0.756,405.8708
"1610",4,4,0.1267,1.1246,408.0767
"1611",3,4,-2.1028,-1.2939,406.9664
"1614",4,2,-0.3506,1.1246,476.8123
"1615",4,2,-0.8278,-0.756,521.5211
"1617",4,2,0.5677,-0.756,376.9504
"1622",4,3,-0.6766,-0.756,360.5836
"1625",4,3,-0.7287,-0.0918,350.3878
"1626",5,2,1.1026,-0.0918,364.0924
"1628",4,3,-0.3146,-0.756,392.5082
"1629",2,2,-0.733,-0.039,434.1346
"1630",5,2,-0.8322,-1.1042,352.4362
"1632",8,4,-1.2586,1.1246,328.3558
"1635",4,3,0.189,-0.756,340.0435
"1636",4,4,-0.859,0.3308,357.6167
"1638",2,3,-0.4646,-0.756,344.0512
"1640",6,3,-0.0584,1.1246,361.8128
"1641",6,3,0.2353,-0.756,343.7139
"1642",3,2,-1.0809,-1.3019,487.3397
"1644",6,3,0.9988,-0.756,350.1904
"1645",3,2,-0.7883,-1.5326,350.5503
"1650",5,3,0.8415,-0.756,329.9523
"1652",4,3,-0.7616,-0.756,405.1886
"1653",4,2,-0.0796,-0.756,410.1374
"1654",4,2,-0.4693,0.0877,368.634
"1657",5,3,0.3121,1.1246,386.9435
"1658",4,3,-0.0947,-0.756,308.4344
"1659",4,3,-0.622,-1.5326,448.1649
"1660",6,2,0.4916,1.1246,523.7592
"1662",2,4,0.1343,0.1368,470.7647
"1663",6,3,-0.77,0.4417,440.976
"1664",4,2,-1.5062,0.4014,286.5001
"1665",6,2,0.1087,1.1246,290.9798
"1667",3,1,-0.8656,-0.756,355.2246
"1668",2,2,-0.6313,-1.16,323.3448
"1669",3,2,-0.8421,-0.756,465.3294
"1671",4,3,-0.6722,-0.756,432.7967
"1672",5,2,0.0514,-0.756,341.0236
"1673",5,2,0.7234,1.1246,313.1071
"1675",4,3,-0.3237,-0.756,376.6526
"1677",6,4,0.038,1.1246,438.3595
"1678",5,3,0.0608,-1.1042,274.7956
"1684",4,3,-0.6591,0.6942,342.6138
"1689",4,3,-0.2955,1.1246,332.5287
"1690",4,3,0.0555,-1.7615,342.9494
"1693",4,3,-0.7372,-0.756,394.8856
"1695",4,2,-0.6198,-1.1042,344.3864
"1696",6,2,0.8869,-2.1927,445.1464
"1699",5,3,0.2001,-0.756,347.0201
"1700",3,2,-0.3251,-0.756,306.3847
"1702",6,3,0.1743,-0.756,429.5832
"1704",6,3,0.5504,-0.756,340.14
"1705",4,3,0.1348,-0.756,354.7993
"1706",4,3,-0.8321,-0.756,350.8086
"1707",2,4,-2.1019,-0.756,435.0664
"1708",4,3,0.8048,-0.756,343.3731
"1709",8,3,-0.3552,-0.756,323.4871
"1712",5,3,0.32,-0.0323,363.6473
"1716",4,3,0.0586,0.4417,351.1453
"1717",3,3,-1.0113,-0.756,347.8593
"1718",2,2,0.3993,-0.039,377.5336
"1719",3,2,-0.3097,-0.756,447.278
"1720",4,2,-1.0264,0.4417,389.1164
"1722",6,3,0.1058,-0.756,336.881
"1723",4,3,-0.1156,0.6942,364.3138
"1724",3,3,-0.3015,-0.756,390.1105
"1725",2,4,-1.5959,0.6342,493.1502
"1726",6,2,-0.1158,0.4417,542.7711
"1727",4,3,-0.6564,0.6942,360.1692
"1728",3,3,-0.383,1.1246,544.6304
"1729",5,3,-0.0665,-0.756,300.413
"1730",4,3,-0.6274,-0.756,339.1659
"1731",2,2,-0.5879,1.1246,345.5519
"1732",4,1,2.0503,-1.3894,258.3439
"1734",6,3,0.475,-0.756,353.1321
"1736",6,3,-1.246,-1.466,399.2578
"1737",4,3,-0.6766,-0.756,407.7295
"1738",7,3,0.3094,-1.15,256.6201
"1741",4,4,0.6865,-2.7886,383.3184
"1743",2,3,-1.8418,-0.756,452.4858
"1744",5,2,0.0931,-0.039,455.7285
"1747",3,2,-0.6798,-0.756,329.8295
"1748",4,3,-0.7193,-0.756,388.4963
"1750",2,2,-0.3208,1.1246,354.3636
"1751",4,2,0.028,-0.756,404.1233
"1752",4,3,0.4774,-0.756,348.0769
"1754",2,4,-0.7612,-1.2589,375.8835
"1755",4,2,-1.2293,-0.756,444.0523
"1758",4,3,-0.1913,-0.756,318.6014
"1759",2,2,1.0237,1.1246,344.3602
"1760",6,2,-0.612,1.1246,268.7986
"1761",2,1,-1.1871,0.1413,557.2047
"1762",4,3,-0.3107,-0.756,454.1333
"1763",5,2,0.4672,-0.756,300.6274
"1764",5,3,0.7585,-0.756,354.4186
"1765",4,3,-0.7131,-0.756,379.0411
"1766",6,2,0.4466,-0.756,375.8944
"1767",2,1,0.1326,-1.6115,436.9263
"1770",4,3,-0.3082,-0.756,318.6623
"1771",5,2,-3.5216,-1.2684,522.223
"1772",5,2,-0.4199,-0.756,336.8665
"1773",4,4,-0.8426,1.1246,361.3465
"1775",3,3,0.1356,0.4361,277.649
"1778",4,4,-0.6443,-0.756,397.2663
"1779",8,4,0.7884,0.0877,295.4486
"1781",5,3,-0.1534,-0.756,447.8266
"1784",6,2,-0.515,1.1246,426.4559
"1785",4,4,-0.3759,0.6942,387.8336
"1786",6,3,-0.2121,-1.4286,350.5266
"1787",4,2,-0.699,-0.756,348.0991
"1788",2,3,0.4207,0.1413,327.4499
"1792",6,2,0.911,-0.756,295.1589
"1793",2,4,-0.7231,-0.756,381.5286
"1794",4,3,-0.384,-0.756,326.9375
"1795",6,3,0.7089,1.1246,433.5932
"1797",2,1,-0.2795,-0.039,392.2109
"1798",3,4,-0.4065,0.2938,326.6186
"1799",3,4,-0.1129,-0.756,269.0119
"1800",4,3,-0.1637,-0.756,420.0387
"1804",4,2,0.6176,0.4836,418.8695
"1805",3,2,-0.3025,-0.039,441.0635
"1806",6,4,1.6647,0.6942,319.3319
"1807",4,3,-0.5462,-0.756,313.3423
"1808",3,4,-0.7115,0.4836,333.0593
"1813",5,3,-0.6056,-0.756,339.1602
"1815",4,2,0.1483,-0.0918,401.2964
"1816",2,3,0.0231,-0.756,467.9895
"1818",4,3,0.0038,-0.756,335.9683
"1821",4,3,-0.455,-1.2684,297.3642
"1824",2,2,-1.1604,-0.756,417.1986
"1825",4,2,0.1342,1.1246,319.7963
"1826",5,3,0.1172,-1.1042,334.1313
"1827",5,3,0.2794,1.1246,289.5369
"1830",3,1,-0.018,1.1246,492.1494
"1832",2,3,-0.5752,-1.15,335.1081
"1834",4,3,0.0722,0.4417,365.3821
"1835",4,3,0.0636,-0.756,352.229
"1836",6,2,-0.0409,-0.756,485.6481
"1837",6,3,-1.9357,-1.1042,360.6665
"1838",6,2,0.4799,0.0877,479.8539
"1839",3,3,-1.4766,1.1246,353.9793
"1841",2,1,-1.3662,-1.2649,405.9915
"1844",4,2,0.0032,0.4417,400.7302
"1846",4,3,-0.5959,-0.756,337.7426
"1848",4,2,-0.3989,-1.7615,352.7977
"1849",3,2,0.4529,-0.756,298.0063
"1850",4,1,3.1581,-0.756,295.5194
"1851",3,3,-1.1905,1.1246,286.9404
"1852",4,3,-0.3136,0.6942,347.4969
"1853",4,3,-0.3821,0.1368,387.7958
"1854",4,1,-0.5567,-0.756,352.8701
"1855",3,2,-0.2915,-0.756,422.3644
"1857",5,3,0.1143,1.1246,411.1834
"1859",4,2,-0.2873,-0.756,298.9126
"1860",4,2,-0.7007,-0.756,353.2736
"1861",4,3,-0.1141,-1.1042,321.612
"1862",4,2,0.7433,-0.756,453.1116
"1863",4,3,0.4129,-0.756,418.7413
"1864",4,2,0.559,-0.756,368.687
"1865",4,4,0.4205,0.0877,313.3546
"1866",6,3,-0.2331,0.4417,312.1013
"1868",5,3,-0.061,-0.756,293.8625
"1870",4,3,0.6275,-0.3481,422.6689
"1871",5,2,0.4965,-0.756,536.6012
"1874",3,3,-0.5295,-0.756,384.7248
"1875",5,2,-0.08,0.4417,391.2199
"1877",3,3,-0.3324,-0.756,325.0033
"1878",4,2,-0.7195,0.4836,309.8918
"1880",2,4,-0.0219,-1.529,291.2259
"1881",4,3,0.6254,-1.4526,330.1124
"1884",5,3,-0.002,-2.1268,319.6281
"1885",4,3,-0.2542,-0.039,385.8941
"1886",6,1,0.2585,1.1246,539.9904
"1887",6,3,0.0181,-0.756,415.0536
"1888",4,2,-0.1924,-0.756,411.439
"1891",6,2,-0.7446,-0.756,462.7756
"1892",4,3,-0.6162,-0.756,339.3922
"1893",4,4,0.5984,1.1246,378.7681
"1894",7,3,-0.6819,-0.756,457.1994
"1895",3,4,-0.3895,0.6342,374.1491
"1896",8,3,0.0721,-0.756,327.8699
"1899",4,3,0.015,-1.1042,417.8596
"1900",3,4,-0.5793,-0.756,345.7977
"1902",4,3,0.0797,-0.3481,436.5344
"1903",5,3,-0.0287,1.1246,337.6114
"1906",3,1,0.0581,0.4836,320.1405
"1907",4,3,-1.0893,1.1246,361.147
"1908",4,3,-0.2813,-0.756,340.1915
"1910",6,2,-0.3178,-1.1042,412.3726
"1911",6,3,0.5155,-1.2589,379.36
"1913",4,3,-0.9315,-2.7886,325.1312
"1914",4,4,-1.1204,1.1246,421.5547
"1915",4,3,-0.8781,0.6942,368.9109
"1916",2,3,-0.7474,1.1246,333.8625
"1917",4,1,-0.5242,-1.0927,442.8004
"1918",4,3,-0.7656,-0.756,335.6264
"1919",4,2,0.649,-0.756,476.0646
"1920",4,3,-0.6936,-1.1042,346.6301
"1922",2,4,-0.2009,1.1246,431.2684
"1925",3,2,-0.8846,-0.756,422.8651
"1928",4,3,0.0127,-1.1042,382.3322
"1929",4,3,-0.808,-1.561,338.4786
"1932",8,2,0.2182,-0.756,548.8174
"1933",4,4,-0.2204,0.6942,331.2266
"1934",5,4,-0.601,-0.756,382.8062
"1935",2,3,-0.1532,-0.756,316.8836
"1936",4,3,-0.0434,0.6942,351.409
"1937",5,4,-0.5117,0.4836,320.8316
"1940",4,2,-0.0225,-0.756,439.4543
"1942",6,3,-0.6251,-1.7615,281.4626
"1943",4,3,-0.262,-0.756,357.7986
"1944",4,3,0.2925,-0.756,376.1299
"1945",6,2,-0.1665,-0.756,474.8629
"1948",4,3,-0.0844,-0.756,343.8471
"1949",6,1,-0.1196,-0.756,408.7216
"1950",3,4,-1.4062,-0.756,401.3065
"1951",5,3,0.3192,-0.756,441.2011
"1952",4,3,-0.8321,-0.756,430.0463
"1953",2,4,-1.7306,-0.756,367.8346
"1954",4,3,-0.1842,-0.0918,396.4769
"1955",2,2,-0.1186,-0.756,364.199
"1957",4,3,-0.1855,-0.756,352.1537
"1959",3,3,-0.9398,0.4836,398.571
"1960",4,3,0.8529,1.1246,337.034
"1961",4,2,1.0227,0.1413,353.3926
"1962",4,3,-0.4661,-0.756,344.0108
"1963",6,3,-0.0572,-0.756,344.1182
"1964",6,1,-0.1805,-0.756,303.5353
"1966",3,3,-0.1642,0.4417,442.5996
"1969",2,3,-0.6198,0.2485,323.8324
"1971",2,3,0.0561,-0.756,320.2466
"1972",6,3,0.1826,0.1368,372.9803
"1973",5,2,-0.0819,-0.756,357.3974
"1974",4,2,1.2887,1.1246,470.9175
"1975",4,3,-0.8355,1.1246,394.1503
