"","Kecemasan","GM","Emosi","Aman","MATHMEAN"
"11171",4,2,0.1579,-0.756,488.3039
"11172",4,3,0.0284,-0.756,417.7615
"11174",2,3,-0.8801,-0.756,335.0988
"11175",4,3,-0.6407,-0.756,324.9973
"11177",3,1,-0.608,-0.756,440.7895
"11180",6,1,0.7769,0.0877,334.5093
"11181",4,3,-0.5616,-0.756,356.9804
"11182",6,3,0.882,-0.756,356.8722
"11183",4,3,-1.02,-0.756,382.3654
"11185",4,2,0.0799,-0.756,334.9399
"11186",4,2,-0.2573,-0.756,380.1584
"11187",4,3,-0.4462,-0.756,328.7076
"11188",5,2,0.2459,0.6342,474.2539
"11189",2,1,0.2665,-0.756,459.0676
"11193",6,3,0.8183,1.1246,451.8128
"11194",2,2,-0.0644,0.6942,380.2778
"11196",5,3,-0.0996,-1.1042,405.5849
"11197",2,1,0.1991,0.1413,492.273
"11198",4,3,-0.6653,1.1246,259.1666
"11200",2,2,-0.7297,1.1246,387.0105
"11202",4,3,-0.1474,-0.756,431.2467
"11205",8,3,0.3724,-0.0918,320.8966
"11206",4,2,0.4577,1.1246,374.9244
"11207",4,3,0.0353,-1.1042,401.0444
"11208",3,2,0.2151,-0.756,265.9428
"11209",2,3,-1.3106,-1.2428,440.2747
"11210",2,4,-0.2152,-0.756,315.759
"11211",4,3,-0.6246,-0.756,337.9409
"11213",3,3,-0.4848,-0.756,328.5358
"11215",5,1,0.5397,-1.0976,282.3471
"11216",4,3,-0.7345,1.1246,418.5923
"11217",3,4,-1.0627,-1.5584,305.2157
"11222",4,3,-0.0624,1.1246,329.177
"11223",4,3,-1.0519,-0.756,418.3931
"11224",7,2,-0.8619,1.1246,464.8616
"11225",5,3,-0.2172,-0.756,343.2888
"11226",7,3,0.7863,0.6942,324.6401
"11227",4,3,-0.0885,-0.756,435.2502
"11228",4,3,-1.3709,0.0877,422.1675
"11232",5,2,-0.5911,-0.756,357.6535
"11233",2,3,0.3766,0.4417,456.7423
"11234",4,3,0.3836,-0.756,324.374
"11235",4,1,-0.1063,0.6942,451.994
"11237",4,2,0.5133,-0.756,502.617
"11240",5,1,-0.298,-0.756,361.7145
"11242",4,3,-0.4456,1.1246,413.1284
"11243",5,3,-0.1091,-0.756,388.056
"11246",4,2,0.6923,1.1246,465.5967
"11248",4,3,-0.2108,-0.756,467.6119
"11249",4,2,-0.6337,-0.756,471.6155
"11251",4,2,-0.8927,-0.756,361.7756
"11253",6,2,0.3713,-0.3481,412.0598
"11254",5,2,-0.3471,-1.15,352.6996
"11255",2,1,-1.5246,0.2938,449.4622
"11256",6,3,-0.1387,-1.1042,340.9183
"11259",2,1,-1.0455,-0.039,505.288
"11261",8,4,1.5667,-0.756,355.9846
"11263",4,3,-1.0615,1.1246,356.4068
"11265",3,1,-0.5708,-0.756,416.8447
"11268",2,3,-2.7945,-0.0918,375.4297
"11269",4,2,-0.7633,-0.756,464.4358
"11272",4,2,0.0995,-0.756,269.9499
"11273",3,1,-0.1616,-0.756,314.2409
"11275",4,2,-0.4463,-0.756,300.0333
"11276",4,2,2.7628,-0.756,505.5709
"11277",4,3,-0.6913,-0.756,440.8176
"11279",4,3,-0.4159,-0.756,351.2266
"11280",3,2,0.4003,-0.756,529.3963
"11282",2,2,-1.5796,0.4014,392.9147
"11285",3,2,-0.2614,1.1246,412.587
"11286",2,3,0.3805,-0.756,352.1885
"11287",4,2,0.1468,-0.756,339.6632
"11288",7,2,0.4774,-0.756,330.2017
"11289",4,3,-0.2828,-1.1042,430.1843
"11290",6,2,0.0203,-0.756,500.5954
"11291",5,2,-0.202,-0.039,373.1471
"11295",4,3,-0.1038,-0.3481,362.3573
"11296",4,2,-0.2061,-1.2589,342.9829
"11298",6,3,0.6077,-1.1042,338.9087
"11301",4,3,-0.6577,-0.756,556.4789
"11302",4,3,-0.6337,-0.756,425.8134
"11303",2,3,-0.1441,-0.756,393.0003
"11304",4,3,0.4764,-0.756,358.0594
"11306",4,2,0.3412,-0.756,308.4099
"11307",6,1,0.0239,0.4938,365.6097
"11310",2,3,0.4488,0.6942,379.027
"11313",6,1,0.7452,-0.756,315.189
"11314",4,2,-0.4965,-0.756,472.7213
"11315",4,2,1.8638,-0.756,386.9895
"11318",4,4,-0.6108,0.4836,378.5745
"11319",6,1,-0.2874,-0.756,278.9711
"11320",8,3,-0.055,-0.756,384.5123
"11322",4,3,-0.4362,-0.756,400.3005
"11329",4,3,-0.1364,-0.756,392.6688
"11330",6,3,-0.0081,-0.756,360.327
"11331",4,3,-0.0033,-0.756,347.1366
"11332",4,3,-0.5198,0.4014,350.9917
"11335",5,3,0.8328,-0.756,305.752
"11336",3,3,-1.3633,-0.756,382.4097
"11337",4,3,0.5425,1.1246,397.3831
"11338",4,2,0.1107,-0.756,427.7406
"11340",2,3,-0.8668,0.4417,314.1204
"11344",4,2,-0.6167,-0.756,463.8883
"11347",4,2,-0.77,-0.756,318.6849
"11349",4,3,0.0165,-0.756,325.6827
"11350",2,2,-0.9125,-0.0209,316.6535
"11351",5,2,0.6301,-2.7886,337.8306
"11352",2,3,-4.6156,-0.756,429.442
"11353",4,1,0.1566,-0.756,441.6897
"11354",4,2,-0.5112,-0.756,486.8689
"11355",4,2,0.2906,-0.756,385.0407
"11356",4,3,0.1675,-0.756,411.6043
"11357",4,1,-0.1551,0.4417,466.1585
"11359",4,3,0.747,-0.756,328.0873
"11360",5,3,-0.7795,-0.756,356.3238
"11361",4,3,-1.1633,1.1246,255.0357
"11362",5,3,-0.2891,-0.756,345.02
"11363",6,1,0.3338,-0.756,324.4654
"11365",2,2,-0.5762,1.1246,473.3644
"11366",4,3,0.1786,0.6942,348.8898
"11367",4,3,0.2174,-0.756,370.9454
"11368",5,2,-0.4188,-1.1042,398.382
"11369",4,3,-0.2185,0.4417,360.5769
"11370",5,2,0.0246,-0.756,376.9958
"11372",5,2,0.7577,1.1246,314.715
"11373",3,4,-1.155,-0.039,357.6395
"11377",6,3,0.0102,1.1246,376.7349
"11378",5,2,0.1822,-0.756,378.3411
"11380",4,3,0.5841,0.6942,368.2267
"11381",2,3,-0.9886,-0.756,404.6802
"11382",2,2,-0.4861,1.1246,503.9178
"11383",2,3,-0.6422,-0.0918,430.8574
"11384",2,3,-0.8963,-0.756,399.0955
"11385",4,1,-1.7963,-1.1042,414.8035
"11386",3,3,0.3561,1.1246,366.114
"11387",6,3,-0.5849,1.1246,380.3546
"11388",6,3,0.8048,-1.1042,358.4775
"11392",6,3,0.7534,1.1246,323.6759
"11393",2,2,-0.4911,-1.1042,347.8198
"11395",4,2,-0.4506,-0.756,468.8196
"11397",6,3,-0.5769,0.6942,370.1117
"11398",5,3,0.2937,-0.756,412.8439
"11399",4,4,-0.6219,-0.3481,345.0676
"11401",3,3,-1.2812,-0.756,362.4106
"11402",4,1,1.3677,0.2852,280.3248
"11406",4,2,-1.3084,-0.756,450.8093
"11407",4,2,-0.77,-0.756,361.097
"11409",6,3,-0.1691,-1.6365,345.2062
"11410",4,3,0.8346,-0.756,351.9251
"11411",4,3,-0.3007,-0.756,374.488
"11412",4,3,-0.9618,-1.1042,359.2548
"11413",6,3,0.774,-0.756,372.2972
"11414",6,2,0.2807,1.1246,424.8666
"11415",2,4,-0.0156,1.1246,331.6716
"11416",4,2,0.1575,-0.756,388.9315
"11417",4,3,-0.0186,0.1413,398.6602
"11419",6,3,0.0716,-0.756,289.2856
"11421",4,3,-1.2216,-0.756,318.3916
"11423",4,2,-0.7354,-1.3019,415.6753
"11426",4,3,-1.1416,1.1246,315.1367
"11427",4,3,-0.7829,0.1368,367.6854
"11430",5,3,-0.7836,1.1246,298.2306
"11432",5,2,1.3467,-0.756,535.2189
"11434",4,3,-0.2111,-0.756,401.8064
"11435",6,2,-0.4222,-0.756,291.7138
"11437",6,3,0.1193,-0.756,412.3694
"11439",4,3,-0.5017,1.1246,351.1499
"11442",2,3,-0.5843,-0.756,395.1183
"11443",4,2,-0.0704,-0.756,365.3768
"11444",5,3,-0.1413,-0.756,481.3704
"11445",4,3,-0.9067,-0.756,411.9477
"11449",5,4,0.0271,1.1246,279.6095
"11450",4,3,-0.4444,-1.6365,416.717
"11452",5,3,0.005,-0.756,427.2958
"11453",4,1,0.543,-0.756,443.4937
"11454",4,3,0.1954,-0.756,316.5161
"11456",4,2,-0.4406,1.1246,376.8374
"11457",4,3,1.5585,-0.756,355.6618
"11458",4,3,-1.192,-0.756,319.8596
"11459",3,2,1.5933,-0.756,361.6508
"11465",4,2,-0.0803,-1.5644,345.9578
"11466",3,3,-0.6128,-1.3894,376.6278
"11469",4,3,0.2797,0.1368,301.6534
"11471",5,2,1.0613,-0.756,543.1536
"11474",4,2,-0.0503,-1.1042,359.7219
"11475",3,3,-0.781,0.1368,306.4574
"11476",4,3,-0.0443,-0.756,356.3037
"11478",4,4,-0.5858,1.1246,348.6245
"11480",4,3,-0.4669,-0.756,347.9809
"11482",3,3,0.0644,-0.039,488.5623
"11483",4,3,-0.2148,-1.6365,377.8968
"11484",6,3,2.5468,1.1246,373.5677
"11485",4,2,0.091,-0.756,383.1357
"11487",4,3,-0.677,0.4417,359.0498
"11491",2,1,-3.0139,1.1246,477.1946
"11492",3,2,-0.4312,-0.756,407.7407
"11493",4,3,-0.3869,-1.4182,343.7224
"11495",6,4,0.5074,-1.1478,319.461
"11496",4,3,0.4506,-0.756,433.5663
"11499",4,2,-0.2098,-0.756,383.6052
"11501",4,2,0.7815,-0.756,341.6246
"11502",4,2,0.1602,1.1246,395.1082
"11503",5,1,0.5958,-1.15,353.1482
"11504",2,1,1.5171,1.1246,316.9877
"11505",8,4,0.281,1.1246,299.2652
"11509",4,3,-0.4157,-0.1051,368.5127
"11512",5,4,0.3024,0.1798,350.9156
"11513",2,3,0.1663,-0.756,376.8275
"11516",6,3,0.7053,1.1246,411.4738
"11518",4,3,-0.7943,-0.756,372.8775
"11519",6,4,0.0055,-1.3894,302.1022
"11520",8,3,-0.5277,-0.756,292.3324
"11523",4,3,-0.1511,-1.4286,394.3128
"11524",4,2,-0.3082,-0.756,328.4654
"11526",4,3,-0.5849,1.1246,372.9532
"11528",4,3,0.1159,-0.756,384.5223
"11529",4,3,0.6637,0.6342,412.5249
"11530",4,3,-0.3555,-0.756,286.3794
"11531",4,2,-0.8865,-0.039,344.2649
"11532",4,3,0.9513,-0.756,358.8471
"11533",2,3,0.1301,1.1246,288.364
"11535",4,3,-0.6295,-0.756,329.175
"11537",4,3,0.088,-0.756,361.9448
"11538",4,2,-0.1301,-0.756,491.1771
"11539",5,2,-0.1681,0.4417,413.5405
"11540",4,2,-0.222,-0.756,371.6017
"11542",4,3,0.1668,-0.756,515.9961
"11543",4,2,-0.0214,0.2938,415.147
"11545",5,3,-0.8552,-0.756,375.1413
"11547",4,3,0.1995,-0.756,375.5259
"11548",6,3,0.0661,-1.3761,320.1197
"11549",4,2,0.2091,-0.756,362.1611
"11551",6,3,-0.2044,1.1246,315.1198
"11552",2,3,0.0358,-0.756,306.8307
"11553",2,3,-0.2322,0.6342,324.7867
"11555",2,3,-0.8929,-0.756,402.1673
"11556",4,2,-0.8512,-0.756,332.4938
"11557",2,3,-0.7932,-0.756,344.8297
"11558",4,3,0.1365,-0.756,508.4525
"11559",5,3,-0.2105,-0.756,364.7592
"11560",6,3,1.2621,-2.7886,436.4533
"11562",4,3,0.1552,-0.756,376.963
"11563",4,2,-0.4387,-0.756,516.9378
"11566",4,2,-1.6299,-1.1042,412.4533
"11567",4,3,-0.3159,-0.756,465.5004
"11568",2,4,-0.2389,-1.2684,410.7994
"11569",4,4,0.9656,1.1246,395.9169
"11570",4,1,0.2945,-2.2629,433.6359
"11571",4,2,-0.6217,-0.756,363.6917
"11572",4,1,0.0918,-0.756,380.467
"11573",4,3,0.0297,-0.756,354.784
"11575",4,2,-0.0637,-1.1042,463.9314
"11578",4,3,-0.458,-0.756,366.0779
"11579",4,3,-0.347,-0.756,345.9822
"11580",6,4,-0.1229,1.1246,345.3443
"11583",6,2,0.2714,-0.756,426.9013
"11588",7,3,0.1135,-1.5326,269.5464
"11593",3,2,-0.1501,-0.756,371.0354
"11594",5,4,-0.3737,1.1246,363.5136
"11595",6,3,-0.0585,-0.756,484.6367
"11596",5,2,-0.0118,-0.756,430.097
"11597",6,3,-0.0354,-0.039,450.8717
"11598",3,1,2.6535,0.3221,322.1907
"11602",6,3,0.0239,-0.756,328.0194
"11604",5,3,0.1861,-0.756,306.16
"11605",5,1,-1.6362,-0.756,521.1514
"11608",4,3,0.3245,0.4417,384.7217
"11609",5,2,-0.1647,0.0877,495.6312
"11610",4,3,0.0038,-0.756,370.5058
"11611",4,3,0.4119,-0.756,380.8118
"11616",5,3,0.2643,-0.756,366.9362
"11617",4,3,0.1129,-0.756,377.6948
"11619",3,4,0.634,1.1246,307.0958
"11620",4,2,-0.1343,-1.1042,364.6675
"11621",4,4,-0.8429,-0.756,396.3608
"11623",4,3,0.0367,0.4836,402.1425
"11624",6,3,-0.0776,-0.756,318.7915
"11627",4,3,-0.3731,-0.039,396.3495
"11629",4,3,0.381,-0.756,311.0395
"11630",4,2,-0.2868,-0.756,396.454
"11632",4,3,-0.638,-0.756,459.6211
"11634",3,2,0.2078,-1.6365,454.2236
"11635",4,3,-0.7245,-0.756,452.554
"11636",4,2,-0.0833,-0.756,359.3839
"11639",4,3,-0.1055,-0.756,386.2504
"11641",2,4,-1.7864,1.1246,545.4594
"11642",4,3,-0.3493,-1.0523,378.0992
"11644",4,3,2.4801,1.1246,358.2305
"11646",6,2,0.4742,-0.756,369.02
"11647",4,3,-0.7475,-0.756,361.2158
"11649",3,4,0.1098,1.1246,394.1131
"11650",4,3,0.4014,-0.756,409.8766
"11652",4,3,2.9647,-0.756,323.8202
"11657",6,2,-0.8671,-1.1042,318.7372
"11658",4,3,-0.3857,-0.756,390.7836
"11661",8,3,0.8834,-0.756,311.7673
"11662",4,3,-0.8578,0.4836,325.9065
"11663",4,3,-0.1537,-0.756,435.5733
"11664",2,3,-0.5972,-0.039,373.2781
"11665",4,3,0.1325,-0.756,298.0869
"11666",4,3,-0.0851,-1.1042,310.4672
"11669",4,2,-0.6714,-0.756,369.0173
"11676",2,4,-2.9515,0.4836,385.0225
"11677",6,3,0.0985,-0.1051,342.1572
"11678",5,3,0.4631,-0.756,413.6252
"11679",2,2,-0.0938,1.1246,370.7402
"11680",2,2,-1.3554,-0.756,445.1632
"11682",4,2,-1.005,-0.756,555.1414
"11683",4,3,0.6559,-0.0323,366.6593
"11685",4,2,-0.1819,-0.756,397.4917
"11686",2,3,-1.1593,-0.756,452.4714
"11689",4,3,-0.0939,0.6942,302.4275
"11690",5,3,-0.6591,-1.2219,309.5025
"11693",5,4,0.9752,0.1329,454.2927
"11694",4,2,-0.3768,-0.756,462.3674
"11695",6,3,0.3889,-1.1042,364.1973
"11697",4,3,-0.1794,0.4836,538.1591
"11698",4,2,-0.733,-1.15,343.3842
"11700",4,3,-0.7426,0.4417,318.8838
"11702",2,4,-0.5295,1.1246,346.2501
"11703",4,3,-0.7831,0.4417,348.798
"11704",4,3,-0.5212,0.4417,331.8222
"11707",6,3,-0.5598,-0.756,503.9634
"11709",3,3,-0.9349,-0.756,278.9465
"11710",2,4,4.012,1.1246,367.1871
"11714",4,3,-0.2797,-1.1042,372.818
"11715",4,3,-1.3548,0.2852,372.5829
"11716",4,3,-0.7301,-1.1042,406.786
"11719",4,3,0.3131,1.1246,439.4439
"11720",4,3,-0.2933,-0.756,410.5558
"11721",4,3,-0.1089,-0.756,319.2444
"11722",3,3,0.3454,1.1246,454.5042
"11725",4,3,-0.6772,1.1246,364.9043
"11728",4,2,-0.1752,-0.756,440.0988
"11729",4,3,-0.3377,-0.756,447.3442
"11730",6,1,-1.6712,-0.756,470.2383
"11731",6,2,0.6513,-0.756,311.6201
"11733",2,3,-1.3176,-0.756,302.9108
"11735",2,2,-0.3497,-0.756,327.6806
"11739",4,2,0.2473,-0.756,445.5549
"11740",4,1,-2.1028,0.6942,329.549
"11742",4,2,-0.1217,-0.756,366.5559
"11744",4,3,0.1834,-0.756,408.1952
"11750",4,2,0.288,-0.756,436.4444
"11752",3,2,-0.4052,-0.756,431.4516
"11753",4,3,-0.9571,1.1246,382.8261
"11757",5,3,-1.0693,-1.1042,448.5925
"11758",6,1,-0.2956,1.1246,468.7798
"11759",4,3,0.2356,1.1246,407.5004
"11761",3,3,0.0929,1.1246,324.521
"11763",8,3,-0.6122,-1.1042,326.0601
"11766",6,3,0.5685,-0.756,418.126
"11767",4,2,-0.4762,0.1413,458.6454
"11768",3,4,-1.3131,0.4417,382.7577
"11771",4,3,-0.3139,0.1368,381.4147
"11772",4,2,0.8042,-0.756,389.0668
"11774",4,4,0.0015,-0.756,358.1976
"11777",5,1,0.421,0.1413,300.211
"11778",8,1,-1.5246,1.1246,229.9801
"11779",8,4,-0.0017,0.6942,366.2928
"11784",6,2,-0.0751,-2.7886,422.0109
"11788",4,3,0.3081,-0.756,342.8823
"11794",5,2,-0.4021,1.1246,311.5901
"11796",4,3,0.2369,0.6942,326.3639
"11799",2,3,0.5521,-0.756,340.4395
"11800",4,2,-0.6405,-0.756,445.0227
"11804",2,4,-1.0104,-0.756,405.0383
"11805",6,1,0.4721,0.2852,535.7973
"11807",4,2,-0.7956,-1.1042,373.426
"11811",3,3,-0.7992,-0.756,342.7873
"11813",4,2,-0.5232,-1.1042,418.6615
"11815",4,3,-0.4712,-0.756,354.4568
"11819",8,3,-0.3186,0.3221,426.517
"11820",5,2,-0.2636,-0.756,395.1756
"11821",6,3,0.1387,-1.1042,387.2545
"11822",4,4,-0.8916,-1.7945,324.8368
"11823",4,2,0.7632,-0.756,389.8426
"11826",4,3,0.3739,-0.756,434.423
"11827",6,2,1.1475,-0.3481,424.9561
"11828",4,2,-0.1513,-0.756,376.9041
"11830",2,3,-0.3205,0.6942,384.5012
"11834",3,3,0.5096,1.1246,385.8701
"11838",4,3,-0.1989,1.1246,496.9952
"11839",4,2,-0.4629,0.0877,426.5377
"11840",6,3,0.0398,-0.756,354.8672
"11841",2,2,-0.9997,0.4938,506.5913
"11843",4,3,-0.0177,-0.756,414.8879
"11846",4,3,-0.3783,-1.6365,369.1434
"11847",4,3,0.0467,0.6942,380.4768
"11849",4,3,-0.315,-0.756,341.2192
"11851",5,2,0.3582,-0.756,366.6408
"11855",2,3,0.165,-1.1042,414.3165
"11856",2,2,-1.9394,-0.756,438.519
"11857",4,2,0.5331,1.1246,305.9419
"11859",4,3,0.0555,-0.756,388.6412
"11860",6,2,0.2388,1.1246,403.3805
"11861",6,3,-2.725,-0.756,375.2766
"11862",2,4,0.1117,1.1246,460.6445
"11865",6,3,-0.6405,-0.756,410.1488
"11867",6,3,0.5757,0.0877,389.7553
"11868",5,3,-0.6343,-0.756,313.1167
"11871",8,4,0.2304,-0.756,327.4883
"11872",4,3,0.2379,-1.1042,303.5988
"11873",4,3,-0.1911,-1.1042,322.9008
"11875",2,2,-2.6122,0.4836,493.9125
"11877",4,2,-0.2673,-0.756,372.1536
"11881",2,1,-1.111,-0.756,403.0149
"11883",2,1,1.4119,1.1246,372.0627
"11885",6,3,-0.0446,-0.756,306.3858
"11886",6,4,-0.7399,-0.756,353.8085
"11887",5,4,0.7858,0.6342,305.1238
"11889",4,2,-0.5769,0.4836,336.7014
"11892",2,3,-0.5297,-0.756,438.8833
"11893",4,2,0.4744,0.4836,297.929
"11894",4,2,0.2901,-0.756,425.7376
"11896",5,2,-0.6151,-0.756,495.5455
"11898",3,1,0.3704,-1.1042,529.9398
"11901",4,2,1.5654,0.2852,423.7183
"11902",4,3,-0.7232,1.1246,357.6665
"11903",4,3,-0.6363,-0.756,381.854
"11905",5,3,0.1061,-0.756,369.8063
"11906",4,3,-0.6526,-1.2589,365.9807
"11908",4,2,0.3481,-0.756,384.2426
"11910",2,3,0.3393,-0.756,289.0614
"11912",5,3,0.1612,-0.756,404.4246
"11914",6,3,-1.5381,-0.756,386.0761
"11915",4,2,0.2356,-0.756,384.2099
"11916",4,3,0.2822,-0.756,354.3101
"11919",5,3,-0.2686,-0.0918,358.6472
"11921",3,1,-0.2245,1.1246,378.8189
"11922",3,2,-0.5437,-0.756,416.9748
"11924",4,3,0.1419,-0.756,393.1527
"11925",4,3,-0.2522,-0.756,376.3951
"11926",4,3,0.5458,-0.756,388.9229
"11929",4,3,0.0778,-1.0976,295.6648
"11931",2,2,-0.0399,1.1246,424.5356
"11935",4,3,-0.1075,-0.756,380.4832
"11938",3,2,0.053,-0.756,416.2022
"11939",5,3,-0.2132,-0.756,385.6896
"11940",4,2,-0.3735,-0.756,408.8583
"11942",2,2,-0.3022,1.1246,352.7266
"11943",6,3,0.9182,1.1246,360.0629
"11950",4,3,-0.055,0.4836,368.3999
"11952",5,3,0.41,-0.756,411.3152
"11953",5,2,-0.5376,-1.1042,353.6291
"11954",4,3,0.1482,0.3308,322.2261
"11955",4,2,-0.2628,-0.756,560.716
"11956",6,4,1.3002,1.1246,419.6763
"11959",5,3,-0.7862,-0.756,466.5113
"11963",5,2,-0.3675,-1.1042,335.5294
"11966",4,2,0.4122,-1.1042,333.4494
"11967",7,2,-0.683,-0.0918,361.027
"11968",2,3,-1.1998,0.0877,337.0184
"11969",4,4,0.0497,1.1246,363.6448
"11970",4,3,0.1991,-0.756,395.6736
"11971",4,3,-0.6298,-0.756,385.5542
"11972",4,3,-0.6674,-0.756,318.8642
"11975",6,3,-0.1215,-1.6704,311.5062
"11977",4,3,-0.0972,-0.756,347.3254
"11978",8,1,-0.1661,0.6942,455.369
"11979",5,2,0.0892,-1.1042,316.3191
"11981",4,3,-0.3154,-0.756,329.378
"11985",4,4,-0.2893,1.1246,335.6825
"11986",4,2,0.1201,-1.1042,335.4686
"11988",5,3,0.5355,0.6342,360.7474
"11990",4,2,-0.7128,-0.756,400.5947
"11993",6,2,-0.315,1.1246,357.5799
"11994",4,4,-0.0926,-0.756,391.4547
"11997",5,2,0.2854,-0.756,510.0015
"11998",6,2,-0.778,-0.0918,372.1137
"12000",4,3,-0.0639,-0.756,303.8094
"12001",2,2,0.9575,-1.15,424.8929
"12003",4,2,-0.7756,-0.756,447.6712
"12008",6,2,0.9894,0.6942,366.2561
"12009",4,1,0.268,1.1246,336.6896
"12011",3,3,-0.768,-0.756,374.396
"12013",5,2,0.1112,-0.756,505.6493
"12014",2,2,0.7747,-0.756,428.2689
"12017",4,3,-2.0655,1.1246,386.9464
"12019",2,2,-0.9221,-1.1042,400.8191
"12020",5,3,-0.7862,-0.756,403.4073
"12021",4,1,-1.9527,-0.756,470.0472
"12023",4,3,-0.597,-0.756,342.719
"12026",2,3,-0.3546,1.1246,387.5367
"12029",3,2,-0.2673,-0.756,412.1482
"12031",4,2,-0.0788,-0.756,366.5116
"12032",3,2,-2.8572,-0.756,370.4692
"12033",4,3,0.2259,-0.756,425.6819
"12034",2,3,-3.0108,-1.3019,367.679
"12035",4,3,0.5932,-0.756,365.6799
"12038",3,2,-2.5439,-0.756,340.1233
"12039",6,2,0.0629,-1.1042,383.8199
"12040",4,4,-1.0492,-0.756,377.8586
"12041",4,3,-0.7379,1.1246,369.4835
"12042",2,2,-1.9487,0.1368,514.9341
"12043",4,3,-0.0712,1.1246,369.3285
"12044",3,3,-0.0538,-0.756,351.8361
"12045",5,2,0.6104,-0.756,380.2139
"12047",4,3,-0.1593,1.1246,368.4456
"12048",4,3,-0.2887,-0.756,356.7081
"12049",7,3,0.1447,-0.756,355.1172
"12050",6,2,-0.3533,-1.15,426.1303
"12052",4,3,0.8847,1.1246,298.0458
"12053",4,3,0.1061,-0.756,309.6726
"12054",4,3,-0.0442,0.4417,332.3195
"12055",4,2,0.8934,-0.756,354.9665
"12056",5,3,-0.6608,-1.1042,352.9481
"12058",2,3,-0.0043,-0.756,362.3135
"12059",6,3,1.4844,-0.756,340.1016
"12060",4,3,0.1631,-0.756,391.0876
"12063",4,3,-0.2563,0.4417,292.3953
"12064",4,2,-0.5739,-0.756,439.5612
"12067",4,2,0.0204,-1.1042,362.8895
"12068",4,3,0.1942,-1.1042,417.9373
"12069",4,3,-0.6402,-0.756,385.5612
"12070",2,4,-2.2103,-1.3019,352.0042
"12071",4,3,-0.7794,-0.756,385.7089
"12072",4,3,0.4962,-0.756,387.2447
"12073",6,3,-0.6061,-0.756,324.3107
"12074",4,3,-0.804,-1.306,310.3147
"12075",4,3,0.2215,-1.15,327.1172
"12076",4,3,-0.2551,-1.2684,347.2029
"12077",4,3,-0.0858,1.1246,441.0949
"12078",3,3,-0.0561,-0.756,454.3151
"12079",5,3,0.2672,-0.756,388.8081
"12080",4,3,0.5363,-1.1042,302.872
"12081",4,3,-0.2978,-0.756,310.2889
"12083",4,2,0.6868,-0.756,333.7857
"12084",6,3,-0.7145,1.1246,564.4352
"12091",4,3,-0.0712,-1.1042,407.5481
"12095",3,3,-0.0749,-0.756,311.1635
"12099",5,1,0.7963,0.4938,435.5064
"12100",2,3,-0.541,-0.756,361.0615
"12102",5,2,-0.2291,-0.756,460.9424
"12105",4,2,-0.6641,-0.756,357.8217
"12107",4,2,-0.5321,-0.756,374.2949
"12108",4,1,-0.372,0.4417,480.086
"12109",5,2,-0.2895,-0.756,552.8165
"12110",4,2,-0.458,1.1246,419.2898
"12112",6,3,0.8097,-0.756,318.9681
"12115",4,3,0.1153,-0.756,321.5879
"12117",5,3,0.3459,-0.756,307.1057
"12120",5,4,0.4235,1.1246,359.2848
"12122",4,3,-1.2628,-0.756,306.2149
"12123",4,4,0.2412,0.6942,352.67
"12124",4,2,-0.3179,-0.756,455.7202
"12126",7,1,1.3775,1.1246,402.9917
"12127",4,2,-0.0668,1.1246,350.0923
"12129",4,3,-1.4944,-0.756,336.7927
"12135",4,3,-0.0362,-0.756,391.7544
"12136",8,2,-0.7674,-0.756,356.9285
"12137",6,2,0.0524,-0.756,379.5251
"12139",4,4,-0.5423,-0.756,335.9698
"12141",4,3,-0.5241,-0.756,342.7418
"12142",3,1,0.2575,0.4417,444.9618
"12146",6,3,0.497,1.1246,382.9649
"12147",4,2,0.1805,-0.756,329.1321
"12148",5,4,-2.1224,0.1413,394.6102
"12150",4,3,0.0664,-0.756,410.2443
"12152",8,4,0.3025,-1.2684,394.6728
"12154",4,3,-0.3425,-0.756,424.9224
"12160",5,3,-0.3959,-0.756,386.2166
"12162",5,4,-0.4748,0.6942,373.5583
"12164",4,1,1.5352,1.1246,379.9953
"12165",4,2,-0.6273,-1.1042,350.4193
"12166",4,2,0.0569,1.1246,450.4867
"12167",4,3,-0.574,-0.756,317.7796
"12168",2,3,-1.7628,-1.306,434.3223
"12171",4,3,0.1786,1.1246,322.8277
"12172",4,2,-0.0993,-0.756,374.177
"12173",5,2,-0.3546,-0.756,399.487
"12175",4,3,-0.5692,-0.756,482.5208
"12176",4,3,0.2926,1.1246,318.4113
"12178",4,4,0.7364,-0.756,365.9165
"12179",4,4,-0.8811,-0.0918,341.5045
"12181",4,3,0.7316,1.1246,317.5933
"12183",4,2,0.1447,-0.756,443.5772
"12186",4,2,0.3115,-0.756,383.2412
"12188",5,3,-0.5241,-0.756,319.9779
"12189",6,3,-0.2384,-0.756,370.2458
"12190",6,3,0.028,-0.756,379.1843
"12192",4,2,-0.1488,-0.756,454.8885
"12193",4,3,-0.5316,-0.756,273.9231
"12197",4,2,-0.6107,1.1246,384.8162
"12198",3,3,-0.0484,-0.756,342.2494
"12202",8,4,1.793,1.1246,354.4807
"12205",5,3,-0.3597,-0.756,379.5728
"12207",6,3,0.0015,-0.756,376.3523
"12209",6,3,0.4083,-1.1042,341.2445
"12210",6,2,0.0393,-0.756,364.5617
"12212",4,3,0.2692,1.1246,479.4794
"12213",4,2,-0.5075,-0.039,484.3294
